id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
360	Ortakolo	Ортаколо	42.67057	46.38882	Avar	Avar	East Caucasian		Avar									Ortakolo	avar1256	#009999	#009999	31.01.2022
361	Verkhniy Aradirikh	Верхний Арадирих	42.67099	46.60372	Avar	Avar	East Caucasian		Avar									Verkhniy Aradirikh	avar1256	#009999	#009999	31.01.2022
362	Verkhniy Dzhengutay	Верхний Дженгутай	42.67476	47.23415	Avar	Avar	East Caucasian		Avar									Verkhniy Dzhengutay	avar1256	#009999	#009999	31.01.2022
363	Kharachi	Харачи	42.67744	46.82263	Avar	Avar	East Caucasian		Avar									Kharachi	avar1256	#009999	#009999	31.01.2022
364	Shodroda (Shadroda)	Шодрода (Шадрода)	42.678426	46.12155	Avar	Avar	East Caucasian		Avar									Shodroda (Shadroda)	avar1256	#009999	#009999	31.01.2022
365	Ishtiburi	Иштибури	42.679149	46.702701	Avar	Avar	East Caucasian		Avar									Ishtiburi	avar1256	#009999	#009999	31.01.2022
366	Sredniy Aradirikh	Средний Арадирих	42.68121	46.58022	Avar	Avar	East Caucasian		Avar									Sredniy Aradirikh	avar1256	#009999	#009999	31.01.2022
367	Nizhniy Aradirikh	Нижний Арадирих	42.68979	46.568219	Avar	Avar	East Caucasian		Avar									Nizhniy Aradirikh	avar1256	#009999	#009999	31.01.2022
368	Shamil'kala	Шамилькала	42.690407	46.874769	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Batlukh	Батлухский					Shamil'kala	avar1256	#009999	#009999	31.01.2022
369	Rakhata	Рахата	42.6911	46.1414	Avar	Avar	East Caucasian		Avar									Rakhata	avar1256	#009999	#009999	31.01.2022
370	Ansalta	Ансалта	42.6939	46.1147	Avar	Avar	East Caucasian		Avar									Ansalta	avar1256	#009999	#009999	31.01.2022
371	Inkvalita	Инквалита	42.69936	46.68833	Avar	Avar	East Caucasian		Avar									Inkvalita	avar1256	#009999	#009999	31.01.2022
372	Nizhnee Inkho	Нижнее Инхо	42.704518	46.507752	Avar	Avar	East Caucasian		Avar									Nizhnee Inkho	avar1256	#009999	#009999	31.01.2022
373	Kilyatl'	Килятль	42.704637	46.466046	Avar	Avar	East Caucasian		Avar									Kilyatl'	avar1256	#009999	#009999	31.01.2022
374	Verkhnee Inkho	Верхнее Инхо	42.70659	46.50415	Avar	Avar	East Caucasian		Avar									Verkhnee Inkho	avar1256	#009999	#009999	31.01.2022
375	Tando	Тандо	42.707696	46.175693	Avar	Avar	East Caucasian		Avar									Tando	avar1256	#009999	#009999	31.01.2022
376	Untsukul'	Унцукуль	42.7131	46.7875	Avar	Avar	East Caucasian		Avar	Northern Avar	Северноаварский	Khunzakh	Хунзахский					Untsukul'	avar1256	#009999	#009999	31.01.2022
377	Tasuta	Тасута	42.71731	46.22568	Avar	Avar	East Caucasian		Avar									Tasuta	avar1256	#009999	#009999	31.01.2022
378	Igali	Игали	42.7181	46.5811	Avar	Avar	East Caucasian		Avar									Igali	avar1256	#009999	#009999	31.01.2022
379	Tsanatl'	Цанатль	42.72244	46.62252	Avar	Avar	East Caucasian		Avar									Tsanatl'	avar1256	#009999	#009999	31.01.2022
380	Chitl'	Читль	42.722594	46.504009	Avar	Avar	East Caucasian		Avar									Chitl'	avar1256	#009999	#009999	31.01.2022
381	Betli	Бетли	42.72372	46.73388	Avar	Avar	East Caucasian		Avar									Betli	avar1256	#009999	#009999	31.01.2022
382	Gergentala	Гергентала	42.73225	47.05913	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Gergentala	avar1256	#009999	#009999	31.01.2022
383	Ichichali	Ичичали	42.732617	46.405263	Avar	Avar	East Caucasian		Avar									Ichichali	avar1256	#009999	#009999	31.01.2022
384	Kakhabroso	Кахабросо	42.73896	46.704697	Avar	Avar	East Caucasian		Avar									Kakhabroso	avar1256	#009999	#009999	31.01.2022
385	Kizhani	Кижани	42.74031	46.364775	Avar	Avar	East Caucasian		Avar									Kizhani	avar1256	#009999	#009999	31.01.2022
386	Tsundi	Цунди	42.740996	46.436577	Avar	Avar	East Caucasian		Avar									Tsundi	avar1256	#009999	#009999	31.01.2022
387	Kunzakh	Кунзах	42.74884	46.66488	Avar	Avar	East Caucasian		Avar									Kunzakh	avar1256	#009999	#009999	31.01.2022
388	Shabdukh	Шабдух	42.75612	46.42139	Avar	Avar	East Caucasian		Avar									Shabdukh	avar1256	#009999	#009999	31.01.2022
389	Gimry	Гимры	42.757219	46.838739	Avar	Avar	East Caucasian		Avar									Gimry	avar1256	#009999	#009999	31.01.2022
390	Manasaul	Манасаул	42.7575	47.0397	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Andalal	Андалальский	Salta	Салтинский			Manasaul	avar1256	#009999	#009999	31.01.2022
391	Tantari	Тантари	42.76371	46.64888	Avar	Avar	East Caucasian		Avar									Tantari	avar1256	#009999	#009999	31.01.2022
392	Ashil'ta	Ашильта	42.772446	46.728853	Avar	Avar	East Caucasian		Avar									Ashil'ta	avar1256	#009999	#009999	31.01.2022
393	Ingishi	Ингиши	42.77477	46.54264	Avar	Avar	East Caucasian		Avar									Ingishi	avar1256	#009999	#009999	31.01.2022
394	Novo-Argvani	Ново-Аргвани	42.78174	46.60445	Avar	Avar	East Caucasian		Avar									Novo-Argvani	avar1256	#009999	#009999	31.01.2022
395	Chirkata	Чирката	42.783992	46.716609	Avar	Avar	East Caucasian		Avar									Chirkata	avar1256	#009999	#009999	31.01.2022
396	Mekhel'ta	Мехельта	42.798277	46.497361	Avar	Avar	East Caucasian		Avar									Mekhel'ta	avar1256	#009999	#009999	31.01.2022
397	Staryy Sivukh	Старый Сивух	42.80278	46.43694	Avar	Avar	East Caucasian		Avar									Staryy Sivukh	avar1256	#009999	#009999	31.01.2022
398	Gadari	Гадари	42.807303	46.621237	Avar	Avar	East Caucasian		Avar									Gadari	avar1256	#009999	#009999	31.01.2022
399	Tsilitl'	Цилитль	42.8125	46.4156	Avar	Avar	East Caucasian		Avar									Tsilitl'	avar1256	#009999	#009999	31.01.2022
400	Argvani	Аргвани	42.8128	46.5792	Avar	Avar	East Caucasian		Avar									Argvani	avar1256	#009999	#009999	31.01.2022
401	Verkhniy Karanay	Верхний Каранай	42.8281	46.9072	Avar	Avar	East Caucasian		Avar									Verkhniy Karanay	avar1256	#009999	#009999	31.01.2022
402	Nizhniy Karanay	Нижний Каранай	42.84729	46.940488	Avar	Avar	East Caucasian		Avar									Nizhniy Karanay	avar1256	#009999	#009999	31.01.2022
403	Artlukh	Артлух	42.8631	46.6683	Avar	Avar	East Caucasian		Avar									Artlukh	avar1256	#009999	#009999	31.01.2022
404	Imanaliroso	Иманалиросо	42.91429	46.76761	Avar	Avar	East Caucasian		Avar									Imanaliroso	avar1256	#009999	#009999	31.01.2022
405	Akhsu	Ахсу	42.92342	46.694116	Avar	Avar	East Caucasian		Avar									Akhsu	avar1256	#009999	#009999	31.01.2022
406	Chirkey	Чиркей	42.9633	46.9767	Avar	Avar	East Caucasian		Avar									Chirkey	avar1256	#009999	#009999	31.01.2022
407	Almak	Алмак	42.985693	46.580315	Avar	Avar	East Caucasian		Avar									Almak	avar1256	#009999	#009999	31.01.2022
408	Burtunay	Буртунай	42.992004	46.630332	Avar	Avar	East Caucasian		Avar									Burtunay	avar1256	#009999	#009999	31.01.2022
409	Gertma	Гертма	42.996711	46.74415	Avar	Avar	East Caucasian		Avar									Gertma	avar1256	#009999	#009999	31.01.2022
410	Dubki	Дубки	43.02116	46.83746	Avar	Avar	East Caucasian		Avar									Dubki	avar1256	#009999	#009999	31.01.2022
411	Guni (Dagestan)	Гуни (Дагестан)	43.0311	46.6992	Avar	Avar	East Caucasian		Avar									Guni (Dagestan)	avar1256	#009999	#009999	31.01.2022
412	Akaytala	Акайтала	43.03176	46.92583	Avar	Avar	East Caucasian		Avar									Akaytala	avar1256	#009999	#009999	31.01.2022
413	Khubar	Хубар	43.0514	46.7547	Avar	Avar	East Caucasian		Avar									Khubar	avar1256	#009999	#009999	31.01.2022
414	Dylym	Дылым	43.0703	46.6386	Avar	Avar	East Caucasian		Avar									Dylym	avar1256	#009999	#009999	31.01.2022
415	Gostala	Гостала	43.07334	46.6925	Avar	Avar	East Caucasian		Avar									Gostala	avar1256	#009999	#009999	31.01.2022
416	Miatli	Миатли	43.08173	46.8286	Avar	Avar	East Caucasian		Avar									Miatli	avar1256	#009999	#009999	31.01.2022
417	Inchkha	Инчха	43.0964	46.7675	Avar	Avar	East Caucasian		Avar									Inchkha	avar1256	#009999	#009999	31.01.2022
418	Khushtada	Хуштада	42.517389	46.166126	Bagvalal	Andic	East Caucasian		Bagvalal	Western Bagvalal	Западнобагвалинский	Tlondoda-Khushtada	Тлондинско-хуштадинский					Khushtada	bagv1239	#000066	#9900ff	31.01.2022
419	Tlondoda	Тлондода	42.5247	46.1989	Bagvalal	Andic	East Caucasian		Bagvalal	Western Bagvalal	Западнобагвалинский	Tlondoda-Khushtada	Тлондинско-хуштадинский					Tlondoda	bagv1239	#000066	#9900ff	31.01.2022
420	Tlibisho	Тлибишо	42.56054	46.30101	Bagvalal	Andic	East Caucasian		Bagvalal	Eastern Bagvalal	Восточнобагвалинский	Tlisi-Tlibisho	Тлисси-тлибишинский					Tlibisho	bagv1239	#000066	#9900ff	31.01.2022
421	Kvanada	Кванада	42.561478	46.17397	Bagvalal	Andic	East Caucasian		Bagvalal	Western Bagvalal	Западнобагвалинский	Kvanada-Gimerso	Квандинско-гимерсинский					Kvanada	bagv1239	#000066	#9900ff	31.01.2022
422	Gimerso	Гимерсо	42.561489	46.227545	Bagvalal	Andic	East Caucasian		Bagvalal	Western Bagvalal	Западнобагвалинский	Kvanada-Gimerso	Квандинско-гимерсинский					Gimerso	bagv1239	#000066	#9900ff	31.01.2022
423	Tlisi	Тлиси	42.56209	46.27428	Bagvalal	Andic	East Caucasian		Bagvalal	Eastern Bagvalal	Восточнобагвалинский	Tlisi-Tlibisho	Тлисси-тлибишинский					Tlisi	bagv1239	#000066	#9900ff	31.01.2022
424	Zemo-Alvani	Земо-Алвани	42.04444	45.30083	Tsova-Tush	Nakh	East Caucasian		Tsova-Tush									Zemo-Alvani	bats1242	#996633	#996633	31.01.2022
425	Chantlisqure	Чантлискуре	41.9095028	45.9071768	Bezhta	Tsezic	East Caucasian		Bezhta									Chantlisqure	bezh1248	#ff5050	#ff5050	31.01.2022
426	Tlyadal	Тлядал	42.125339	46.237247	Bezhta	Tsezic	East Caucasian		Bezhta	Tlyadal	Тлядальский							Tlyadal	bezh1248	#ff5050	#ff5050	31.01.2022
427	Khasharkhota	Хашархота	42.12912	46.142158	Bezhta	Tsezic	East Caucasian		Bezhta	Tlyadal	Тлядальский							Khasharkhota	bezh1248	#ff5050	#ff5050	31.01.2022
428	Bezhta	Бежта	42.1339	46.1247	Bezhta	Tsezic	East Caucasian		Bezhta	Bezhta	Бежтинский							Bezhta	bezh1248	#ff5050	#ff5050	31.01.2022
429	Miarso	Миарсо	42.654059	46.175643	Botlikh	Andic	East Caucasian		Botlikh	Miarso	Миарсинский							Miarso	botl1242	#336699	#9900ff	31.01.2022
430	Botlikh	Ботлих	42.667813	46.221451	Botlikh	Andic	East Caucasian		Botlikh	Botlikh	Ботлихский							Botlikh	botl1242	#336699	#9900ff	31.01.2022
431	Ashino	Ашино	42.683462	46.156727	Botlikh	Andic	East Caucasian		Botlikh									Ashino	botl1242	#336699	#9900ff	31.01.2022
432	Buduq	Будуг	41.18611	48.36861	Budukh	Lezgic	East Caucasian		Budukh									Budukh	budu1248	#006600	#00cc66	31.01.2022
433	Gakko	Гакко	42.47024	45.882	Avar	Avar	East Caucasian		Avar									Gakko	avar1256	#009999	#009999	31.01.2022
434	Tsumada-Urukh	Цумада-Урух	42.474208	46.063467	Chamalal	Andic	East Caucasian		Chamalal	Gakvari	Гакваринский							Tsumada-Urukh	cham1309	#000099	#9900ff	31.01.2022
435	Tsumada	Цумада	42.48187	46.05247	Chamalal	Andic	East Caucasian		Chamalal	Gakvari	Гакваринский							Tsumada	cham1309	#000099	#9900ff	31.01.2022
436	Richaganikh	Ричаганих	42.49724	46.05853	Chamalal	Andic	East Caucasian		Chamalal	Gakvari	Гакваринский							Richaganikh	cham1309	#000099	#9900ff	31.01.2022
437	Tsidatl'	Цидатль	42.51855	46.05795	Chamalal	Andic	East Caucasian		Chamalal									Tsidatl'	cham1309	#000099	#9900ff	31.01.2022
438	Tsuydi	Цуйди	42.52334	46.07182	Chamalal	Andic	East Caucasian		Chamalal									Tsuydi	cham1309	#000099	#9900ff	31.01.2022
439	Kochali	Кочали	42.527888	46.116112	Chamalal	Andic	East Caucasian		Chamalal									Kochali	cham1309	#000099	#9900ff	31.01.2022
440	Gigikh	Гигих	42.532529	46.101767	Chamalal	Andic	East Caucasian		Chamalal									Gigikh	cham1309	#000099	#9900ff	31.01.2022
441	Nizhnee Gakvari	Нижнее Гаквари	42.53602	46.05171	Chamalal	Andic	East Caucasian		Chamalal	Gakvari	Гакваринский	Lower Gakvari	Нижнегакваринский					Lower Gakvari	cham1309	#000099	#9900ff	31.01.2022
442	Agvali	Агвали	42.541192	46.121798	Chamalal	Andic	East Caucasian		Chamalal	Gakvari	Гакваринский							Agvali	cham1309	#000099	#9900ff	31.01.2022
443	Verkhnee Gakvari	Верхнее Гаквари	42.547874	46.032686	Chamalal	Andic	East Caucasian		Chamalal	Gakvari	Гакваринский	Upper Gakvari	Верхнегакваринский					Upper Gakvari	cham1309	#000099	#9900ff	31.01.2022
444	Gachitli	Гачитли	42.551361	46.088803	Chamalal	Andic	East Caucasian		Chamalal	Gadyri	Гадыринский							Gachitli	cham1309	#000099	#9900ff	31.01.2022
445	Gadiri	Гадири	42.566265	46.065746	Chamalal	Andic	East Caucasian		Chamalal	Gadyri	Гадыринский							Gadiri	cham1309	#000099	#9900ff	31.01.2022
446	Batlakhatli	Батлахатли	42.580364	46.058877	Chamalal	Andic	East Caucasian		Chamalal									Batlakhatli	cham1309	#000099	#9900ff	31.01.2022
447	Gigatl'	Гигатль	42.58136	46.0964	Chamalal	Andic	East Caucasian		Chamalal	Gigatli	Гигатлинский							Gigatli	cham1309	#000099	#9900ff	31.01.2022
448	Gigatli-Urukh	Гигатли-Урух	42.590934	46.142589	Chamalal	Andic	East Caucasian		Chamalal	Gigatli	Гигатлинский							Gigatli-Urukh	cham1309	#000099	#9900ff	31.01.2022
449	Kenkhi	Кенхи	42.641667	45.945556	Chamalal	Andic	East Caucasian		Chamalal	Gakvari	Гакваринский							Kenkhi	cham1309	#000099	#9900ff	31.01.2022
450	Nitsovkra	Ницовкра	42.15951	47.081271	Chechen	Nakh	East Caucasian		Chechen									Nitsovkra	chec1245	#996600	#996633	31.01.2022
451	Khulandoy	Хуландой	42.553333	45.754167	Chechen	Nakh	East Caucasian		Chechen	Sharoy	Шароевский							Khulandoy	chec1245	#996600	#996633	31.01.2022
452	Kesaloy	Кесалой	42.602778	45.74	Chechen	Nakh	East Caucasian		Chechen									Kesaloy	chec1245	#996600	#996633	31.01.2022
453	Khakmadoy	Хакмадой	42.620556	45.83	Chechen	Nakh	East Caucasian		Chechen									Khakmadoy	chec1245	#996600	#996633	31.01.2022
454	Chayry	Чайры	42.620556	45.909722	Chechen	Nakh	East Caucasian		Chechen									Chayry	chec1245	#996600	#996633	31.01.2022
455	Sharoy	Шарой	42.629722	45.81	Chechen	Nakh	East Caucasian		Chechen									Sharoy	chec1245	#996600	#996633	31.01.2022
456	Shikaroy	Шикарой	42.630278	45.760556	Chechen	Nakh	East Caucasian		Chechen									Shikaroy	chec1245	#996600	#996633	31.01.2022
457	Shkolkhe	Школхе	42.63929	45.935388	Chechen	Nakh	East Caucasian		Chechen									Shkolkhe	chec1245	#996600	#996633	31.01.2022
458	Khimoy	Химой	42.654444	45.852222	Chechen	Nakh	East Caucasian		Chechen									Khimoy	chec1245	#996600	#996633	31.01.2022
459	Buti	Бути	42.661389	45.97	Chechen	Nakh	East Caucasian		Chechen									Buti	chec1245	#996600	#996633	31.01.2022
460	Kiri	Кири	42.674722	45.914167	Chechen	Nakh	East Caucasian		Chechen	Sharoy	Шароевский							Kiri	chec1245	#996600	#996633	31.01.2022
461	Verkhniy Camadoy	Верхний Цамадой	42.675278	45.644722	Chechen	Nakh	East Caucasian		Chechen									Verkhniy Camadoy	chec1245	#996600	#996633	31.01.2022
462	Kheldi	Хелди	42.675278	45.644722	Chechen	Nakh	East Caucasian		Chechen									Kheldi	chec1245	#996600	#996633	31.01.2022
463	Cesi	Цеси	42.680278	45.790833	Chechen	Nakh	East Caucasian		Chechen									Cesi	chec1245	#996600	#996633	31.01.2022
464	Veduchi	Ведучи	42.684722	45.568611	Chechen	Nakh	East Caucasian		Chechen	Itum-Kali	Итум-калинский	Chanti	Чантинский					Veduchi	chec1245	#996600	#996633	31.01.2022
465	Sakan-iiste	Сакан-Иисте	42.689444	45.476389	Chechen	Nakh	East Caucasian		Chechen									Sakan-iiste	chec1245	#996600	#996633	31.01.2022
466	Shundili	Шундили	42.698533	45.417414	Chechen	Nakh	East Caucasian		Chechen									Shundili	chec1245	#996600	#996633	31.01.2022
467	Lyunki	Люнки	42.70167	45.47944	Chechen	Nakh	East Caucasian		Chechen									Lyunki	chec1245	#996600	#996633	31.01.2022
468	Sadoy	Садой	42.701835	46.063155	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский							Sadoy	chec1245	#996600	#996633	31.01.2022
469	Doza	Доза	42.70201	45.28279	Chechen	Nakh	East Caucasian		Chechen									Doza	chec1245	#996600	#996633	31.01.2022
470	Khindoy	Хиндой	42.703677	46.006265	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский							Khindoy	chec1245	#996600	#996633	31.01.2022
471	Kamalkhi	Камалхи	42.706181	45.280203	Chechen	Nakh	East Caucasian		Chechen									Kamalkhi	chec1245	#996600	#996633	31.01.2022
472	Tazbichi	Тазбичи	42.707778	45.597222	Chechen	Nakh	East Caucasian		Chechen									Tazbichi	chec1245	#996600	#996633	31.01.2022
473	Pezhey	Пежей	42.713149	45.427287	Chechen	Nakh	East Caucasian		Chechen									Pezhey	chec1245	#996600	#996633	31.01.2022
474	Malilaul	Малилаул	42.714121	46.046985	Chechen	Nakh	East Caucasian		Chechen									Malilaul	chec1245	#996600	#996633	31.01.2022
475	Cacakh	Цацах	42.714722	45.504167	Chechen	Nakh	East Caucasian		Chechen									Cacakh	chec1245	#996600	#996633	31.01.2022
476	Korotakh	Коротах	42.7175	45.263333	Chechen	Nakh	East Caucasian		Chechen									Korotakh	chec1245	#996600	#996633	31.01.2022
477	Khorci-pada	Хорци-Пада	42.718039	45.410685	Chechen	Nakh	East Caucasian		Chechen									Khorci-pada	chec1245	#996600	#996633	31.01.2022
478	Bechigi	Бечиги	42.72	45.49	Chechen	Nakh	East Caucasian		Chechen									Bechigi	chec1245	#996600	#996633	31.01.2022
479	Basty	Басты	42.72353	45.28124	Chechen	Nakh	East Caucasian		Chechen									Basty	chec1245	#996600	#996633	31.01.2022
480	Tuskharoy	Тусхарой	42.724444	45.530278	Chechen	Nakh	East Caucasian		Chechen									Tuskharoy	chec1245	#996600	#996633	31.01.2022
481	Kharkaroy	Харкарой	42.72463	46.068851	Chechen	Nakh	East Caucasian		Chechen									Kharkaroy	chec1245	#996600	#996633	31.01.2022
482	Arsoy	Арсой	42.725755	46.034167	Chechen	Nakh	East Caucasian		Chechen									Arsoy	chec1245	#996600	#996633	31.01.2022
483	Buni	Буни	42.725755	46.034167	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский	Upper Cheberloy	Верхнечеберлоевский					Buni	chec1245	#996600	#996633	31.01.2022
484	Kulinkhoy	Кулинхой	42.725755	46.034167	Chechen	Nakh	East Caucasian		Chechen									Kulinkhoy	chec1245	#996600	#996633	31.01.2022
485	Rigakhoy	Ригахой	42.725755	46.034167	Chechen	Nakh	East Caucasian		Chechen									Rigakhoy	chec1245	#996600	#996633	31.01.2022
486	Sakhani	Сахани	42.725931	45.22735	Chechen	Nakh	East Caucasian		Chechen									Sakhani	chec1245	#996600	#996633	31.01.2022
487	Baskhoy	Басхой	42.726667	45.4225	Chechen	Nakh	East Caucasian		Chechen									Baskhoy	chec1245	#996600	#996633	31.01.2022
488	Pezh-baskhoy	Пеж-басхой	42.726787	45.423122	Chechen	Nakh	East Caucasian		Chechen									Pezh-baskhoy	chec1245	#996600	#996633	31.01.2022
489	Boturchu	Ботурчу	42.72694	45.54556	Chechen	Nakh	East Caucasian		Chechen									Boturchu	chec1245	#996600	#996633	31.01.2022
490	Tunzhi-aul	Тунжи-аул	42.727656	46.048118	Chechen	Nakh	East Caucasian		Chechen									Tunzhi-aul	chec1245	#996600	#996633	31.01.2022
491	Beki	Беки	42.7291	45.368891	Chechen	Nakh	East Caucasian		Chechen									Beki	chec1245	#996600	#996633	31.01.2022
492	Tongakhoy	Тонгахой	42.729134	45.465145	Chechen	Nakh	East Caucasian		Chechen									Tongakhoy	chec1245	#996600	#996633	31.01.2022
493	Itum-kali	Итум-кали	42.730833	45.571944	Chechen	Nakh	East Caucasian		Chechen	Itum-Kali	Итум-калинский	Chanti	Чантинский					Itum-kali	chec1245	#996600	#996633	31.01.2022
494	Korichu	Коричу	42.73195	45.4	Chechen	Nakh	East Caucasian		Chechen									Korichu	chec1245	#996600	#996633	31.01.2022
495	Shundi	Шунди	42.732778	45.358611	Chechen	Nakh	East Caucasian		Chechen									Shundi	chec1245	#996600	#996633	31.01.2022
496	Shyunda	Шюнда	42.732778	45.358611	Chechen	Nakh	East Caucasian		Chechen									Shyunda	chec1245	#996600	#996633	31.01.2022
497	Kay	Кай	42.7332	45.25552	Chechen	Nakh	East Caucasian		Chechen									Kay	chec1245	#996600	#996633	31.01.2022
498	Gezakh	Гезах	42.733611	45.441667	Chechen	Nakh	East Caucasian		Chechen									Gezakh	chec1245	#996600	#996633	31.01.2022
499	Gezekhoy	Гезехой	42.733611	45.441667	Chechen	Nakh	East Caucasian		Chechen									Gezekhoy	chec1245	#996600	#996633	31.01.2022
500	Tundukh	Тундух	42.734574	46.04	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский							Tundukh	chec1245	#996600	#996633	31.01.2022
501	Ikil'chi	Икильчи	42.735345	45.212748	Chechen	Nakh	East Caucasian		Chechen									Ikil'chi	chec1245	#996600	#996633	31.01.2022
502	Ikharoy	Ихарой	42.735663	46.083421	Chechen	Nakh	East Caucasian		Chechen									Ikharoy	chec1245	#996600	#996633	31.01.2022
503	Erstakho	Эрстахо	42.736111	45.396389	Chechen	Nakh	East Caucasian		Chechen									Erstakho	chec1245	#996600	#996633	31.01.2022
504	Erstakhoy	Эрстахой	42.736111	45.396389	Chechen	Nakh	East Caucasian		Chechen									Erstakhoy	chec1245	#996600	#996633	31.01.2022
505	Obuzalaul	Обузалаул	42.736781	46.064346	Chechen	Nakh	East Caucasian		Chechen									Obuzalaul	chec1245	#996600	#996633	31.01.2022
506	Nakhorusty	Нахорусты	42.736884	45.242665	Chechen	Nakh	East Caucasian		Chechen									Nakhorusty	chec1245	#996600	#996633	31.01.2022
507	Cinchemekhi	Цинчемехи	42.737644	45.227823	Chechen	Nakh	East Caucasian		Chechen									Cinchemekhi	chec1245	#996600	#996633	31.01.2022
508	Charydy	Чарыды	42.738027	45.904195	Chechen	Nakh	East Caucasian		Chechen									Charydy	chec1245	#996600	#996633	31.01.2022
509	Baskho	Басхо	42.741171	45.547363	Chechen	Nakh	East Caucasian		Chechen									Baskho	chec1245	#996600	#996633	31.01.2022
510	Benesty	Бенесты	42.741458	45.221111	Chechen	Nakh	East Caucasian		Chechen									Benesty	chec1245	#996600	#996633	31.01.2022
511	Khildekharoy	Хилдехарой	42.748333	45.667778	Chechen	Nakh	East Caucasian		Chechen									Khildekharoy	chec1245	#996600	#996633	31.01.2022
512	Terta	Терта	42.74854	45.19644	Chechen	Nakh	East Caucasian		Chechen									Terta	chec1245	#996600	#996633	31.01.2022
513	Makazhoy	Макажой	42.749168	46.064999	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский	Upper Cheberloy	Верхнечеберлоевский					Makazhoy	chec1245	#996600	#996633	31.01.2022
514	Kokadoy	Кокадой	42.749722	45.583889	Chechen	Nakh	East Caucasian		Chechen									Kokadoy	chec1245	#996600	#996633	31.01.2022
515	El'deporoy	Эльдепорой	42.75036	45.3921	Chechen	Nakh	East Caucasian		Chechen									El'deporoy	chec1245	#996600	#996633	31.01.2022
516	Khoy	Хой	42.750984	46.127223	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский							Khoy	chec1245	#996600	#996633	31.01.2022
517	Alikhanaul	Алиханаул	42.751391	46.050726	Chechen	Nakh	East Caucasian		Chechen									Alikhanaul	chec1245	#996600	#996633	31.01.2022
518	Charakhaul	Чарахаул	42.751768	46.05799	Chechen	Nakh	East Caucasian		Chechen									Charakhaul	chec1245	#996600	#996633	31.01.2022
519	Meshi	Меши	42.752222	45.178611	Chechen	Nakh	East Caucasian		Chechen	Melkhi	Мелхинский							Meshi	chec1245	#996600	#996633	31.01.2022
520	Bugaroy	Бугарой	42.754722	45.616667	Chechen	Nakh	East Caucasian		Chechen									Bugaroy	chec1245	#996600	#996633	31.01.2022
521	Ari-aul	Ари-аул	42.755433	46.027349	Chechen	Nakh	East Caucasian		Chechen									Ari-aul	chec1245	#996600	#996633	31.01.2022
522	Senakhoy	Сенахой	42.757193	45.410183	Chechen	Nakh	East Caucasian		Chechen									Senakhoy	chec1245	#996600	#996633	31.01.2022
523	Nokhchi-keloy	Нохчи-келой	42.757485	45.93201	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский	Day	Дайский					Nokhchi-keloy	chec1245	#996600	#996633	31.01.2022
524	Bavloy	Бавлой	42.7575	45.450833	Chechen	Nakh	East Caucasian		Chechen									Bavloy	chec1245	#996600	#996633	31.01.2022
525	Bauloy	Баулой	42.7575	45.450833	Chechen	Nakh	East Caucasian		Chechen									Bauloy	chec1245	#996600	#996633	31.01.2022
526	Kezenoy	Кезеной	42.758113	46.120906	Chechen	Nakh	East Caucasian		Chechen									Kezenoy	chec1245	#996600	#996633	31.01.2022
527	Zumsoy	Зумсой	42.758333	45.640278	Chechen	Nakh	East Caucasian		Chechen									Zumsoy	chec1245	#996600	#996633	31.01.2022
528	Tukhoy	Тухой	42.759357	45.436405	Chechen	Nakh	East Caucasian		Chechen									Tukhoy	chec1245	#996600	#996633	31.01.2022
529	Konzhukhoy	Конжухой	42.76104	45.591216	Chechen	Nakh	East Caucasian		Chechen									Konzhukhoy	chec1245	#996600	#996633	31.01.2022
530	Dzhelashkhoy	Джелашхой	42.762717	45.401728	Chechen	Nakh	East Caucasian		Chechen									Dzhelashkhoy	chec1245	#996600	#996633	31.01.2022
531	Kenakho	Кенахо	42.763056	45.357778	Chechen	Nakh	East Caucasian		Chechen									Kenakho	chec1245	#996600	#996633	31.01.2022
532	Dzheloshka	Джелошка	42.764119	46.062327	Chechen	Nakh	East Caucasian		Chechen									Dzheloshka	chec1245	#996600	#996633	31.01.2022
533	Ezikho	Эзихо	42.766389	45.503611	Chechen	Nakh	East Caucasian		Chechen									Ezikho	chec1245	#996600	#996633	31.01.2022
534	Kuloy	Кулой	42.767584	45.956857	Chechen	Nakh	East Caucasian		Chechen									Kuloy	chec1245	#996600	#996633	31.01.2022
