id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
771	Urdyukhoy	Урдюхой	42.842357	45.702284	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Urdyukhoy	chec1245	#996600	#996633	2022-03-07
772	Borzoy	Борзой	42.8425	45.628056	Chechen	Nakh	East Caucasian		Chechen	Itum-Kali	Итум-калинский	Chinkhoy	Чинхойский	NA	NA	NA	NA	Borzoy	chec1245	#996600	#996633	2022-03-07
774	Vyardy	Вярды	42.845041	45.690766	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Vyardy	chec1245	#996600	#996633	2022-03-07
775	Zengali	Зенгали	42.845833	45.272222	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Zengali	chec1245	#996600	#996633	2022-03-07
776	Khay-khecaguni	Хай-хецагуни	42.847034	45.900792	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Khay-khecaguni	chec1245	#996600	#996633	2022-03-07
777	Bicy	Бицы	42.847648	45.277371	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Bicy	chec1245	#996600	#996633	2022-03-07
778	Kerety	Кереты	42.84784	45.28642	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Kerety	chec1245	#996600	#996633	2022-03-07
779	Ryadukhoy	Рядухой	42.850278	45.649444	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Ryadukhoy	chec1245	#996600	#996633	2022-03-07
780	Yukerch-keloy	Юкерч-келой	42.851387	45.734965	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Yukerch-keloy	chec1245	#996600	#996633	2022-03-07
781	Leshkoroy	Лешкорой	42.8525	45.876389	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Leshkoroy	chec1245	#996600	#996633	2022-03-07
782	Peshkhoy	Пешхой	42.853158	45.480087	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Peshkhoy	chec1245	#996600	#996633	2022-03-07
783	Gorgachi	Горгачи	42.855068	45.666837	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Gorgachi	chec1245	#996600	#996633	2022-03-07
784	Gush-kert	Гуш-керт	42.85526	45.685567	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Gush-kert	chec1245	#996600	#996633	2022-03-07
785	Pamyatoy	Памятой	42.856111	45.693889	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Pamyatoy	chec1245	#996600	#996633	2022-03-07
786	Akka (Chechnya)	Акка (Чечня)	42.856944	45.240278	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Akka (Chechnya)	chec1245	#996600	#996633	2022-03-07
787	Chuush	Чууш	42.85702	45.3187	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Chuush	chec1245	#996600	#996633	2022-03-07
788	Vovga	Вовга	42.857222	45.238333	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Vovga	chec1245	#996600	#996633	2022-03-07
789	Bekum-kale	Бекум-кале	42.857429	45.714459	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Bekum-kale	chec1245	#996600	#996633	2022-03-07
790	Machi	Мачи	42.86143	45.30445	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Machi	chec1245	#996600	#996633	2022-03-07
791	Chikondi-pade	Чиконди-паде	42.86193	45.26158	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Chikondi-pade	chec1245	#996600	#996633	2022-03-07
792	Khiloy	Хилой	42.862804	45.41693	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Khiloy	chec1245	#996600	#996633	2022-03-07
793	Ami	Ами	42.869444	45.305556	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Ami	chec1245	#996600	#996633	2022-03-07
794	Vysokogornoe	Высокогорное	42.871377	45.617187	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Vysokogornoe	chec1245	#996600	#996633	2022-03-07
795	Shatoy	Шатой	42.871667	45.699167	Chechen	Nakh	East Caucasian		Chechen	Itum-Kali	Итум-калинский	Shatoy	Шатойский	NA	NA	NA	NA	Shatoy	chec1245	#996600	#996633	2022-03-07
796	Kirbit	Кирбит	42.87523	45.31163	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Kirbit	chec1245	#996600	#996633	2022-03-07
797	Irzitkale	Ирзиткале	42.8764	45.25482	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Irzitkale	chec1245	#996600	#996633	2022-03-07
798	Khaybakh	Хайбах	42.877222	45.357778	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Khaybakh	chec1245	#996600	#996633	2022-03-07
799	Khakkoy	Хаккой	42.881667	45.674722	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Khakkoy	chec1245	#996600	#996633	2022-03-07
800	Ityrkale	Итыркале	42.88168	45.25964	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Ityrkale	chec1245	#996600	#996633	2022-03-07
801	Kirbichu	Кирбичу	42.88328	45.32175	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Kirbichu	chec1245	#996600	#996633	2022-03-07
802	Galanchozh	Галанчож	42.883333	45.3	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Galanchozh	chec1245	#996600	#996633	2022-03-07
803	Mocaroy	Моцарой	42.889705	45.370211	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Mocaroy	chec1245	#996600	#996633	2022-03-07
804	Syuzhi	Сюжи	42.890278	45.639722	Chechen	Nakh	East Caucasian		Chechen	Itum-Kali	Итум-калинский	Shatoy	Шатойский	NA	NA	NA	NA	Syuzhi	chec1245	#996600	#996633	2022-03-07
805	Charmakhoy	Чармахой	42.891111	45.390833	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Charmakhoy	chec1245	#996600	#996633	2022-03-07
806	Keychu	Кейчу	42.898333	45.443333	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Keychu	chec1245	#996600	#996633	2022-03-07
807	Amki	Амки	42.898611	45.2875	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Amki	chec1245	#996600	#996633	2022-03-07
808	Bol'shie varandy	Большие варанды	42.901111	45.684167	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Bol'shie varandy	chec1245	#996600	#996633	2022-03-07
809	Kharachoy	Харачой	42.904167	46.138611	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский	NA	NA	NA	NA	Kharachoy	chec1245	#996600	#996633	2022-03-07
810	Tol'	Толь	42.911111	45.284722	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Tol'	chec1245	#996600	#996633	2022-03-07
811	Kharsenoy	Харсеной	42.914167	45.549722	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Kharsenoy	chec1245	#996600	#996633	2022-03-07
812	Mushechu	Мушечу	42.914444	45.408889	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Mushechu	chec1245	#996600	#996633	2022-03-07
813	Basary yalkhora	Басары ялхора	42.915278	45.277778	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Basary yalkhora	chec1245	#996600	#996633	2022-03-07
814	Yalkhoroy	Ялхорой	42.916667	45.283333	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Yalkhoroy	chec1245	#996600	#996633	2022-03-07
815	Kel-baza	Кел-база	42.922338	45.455311	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Kel-baza	chec1245	#996600	#996633	2022-03-07
816	Duc-khutor	Дуц-хутор	42.928047	45.850196	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Duc-khutor	chec1245	#996600	#996633	2022-03-07
817	Khoch-koch	Хоч-коч	42.92909	45.42358	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Khoch-koch	chec1245	#996600	#996633	2022-03-07
818	Dzhenchu	Дженчу	42.929167	45.305556	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Dzhenchu	chec1245	#996600	#996633	2022-03-07
819	Kel'-aul	Кель-аул	42.936872	45.871524	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Kel'-aul	chec1245	#996600	#996633	2022-03-07
820	Malyy kharsenoy	Малый харсеной	42.939051	45.5161	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Malyy kharsenoy	chec1245	#996600	#996633	2022-03-07
821	Yakhkachara	Яхкачара	42.939444	45.430556	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Yakhkachara	chec1245	#996600	#996633	2022-03-07
822	Sakilinzhili	Сакинжили	42.94052	45.39714	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Sakilinzhili	chec1245	#996600	#996633	2022-03-07
823	Zarkha	Зарха	42.940751	45.42166	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Zarkha	chec1245	#996600	#996633	2022-03-07
824	Sel'mentauzen	Сельментаузен	42.940833	45.863056	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский	NA	NA	NA	NA	Sel'mentauzen	chec1245	#996600	#996633	2022-03-07
825	Lem-korc	Лем-корц	42.946425	46.313219	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Lem-korc	chec1245	#996600	#996633	2022-03-07
826	Benoy-vedeno	Беной-ведено	42.9475	46.280833	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Benoy-vedeno	chec1245	#996600	#996633	2022-03-07
827	Zony	Зоны	42.948333	45.722222	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Zony	chec1245	#996600	#996633	2022-03-07
828	Dyshne-vedeno	Дышне-ведено	42.951389	46.134722	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Dyshne-vedeno	chec1245	#996600	#996633	2022-03-07
829	Nizhniy azhgechu	Нижний ажгечу	42.952566	45.402498	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Nizhniy azhgechu	chec1245	#996600	#996633	2022-03-07
830	Gurchu	Гурчу	42.955419	45.313221	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Gurchu	chec1245	#996600	#996633	2022-03-07
831	Neftyanka	Нефтянка	42.956646	46.085505	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Neftyanka	chec1245	#996600	#996633	2022-03-07
832	Vedeno	Ведено	42.956944	46.110278	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский	NA	NA	NA	NA	Vedeno	chec1245	#996600	#996633	2022-03-07
833	yokka-yerbala	йокка-йербала	42.96084	45.26747	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	yokka-yerbala	chec1245	#996600	#996633	2022-03-07
834	Verkhniy azhgechu	Верхний ажгечу	42.9625	45.385776	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Verkhniy azhgechu	chec1245	#996600	#996633	2022-03-07
835	Eshilkhatoy	Эшилхатой	42.963561	46.053813	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Eshilkhatoy	chec1245	#996600	#996633	2022-03-07
836	Makhkety	Махкеты	42.963611	45.906389	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Makhkety	chec1245	#996600	#996633	2022-03-07
837	Magusty	Магусты	42.964722	45.380556	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Magusty	chec1245	#996600	#996633	2022-03-07
838	Bonchu-diga	Бончу-дига	42.96511	45.33223	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Bonchu-diga	chec1245	#996600	#996633	2022-03-07
839	Alkhan-khutor	Алхан-хутор	42.969722	46.351667	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Alkhan-khutor	chec1245	#996600	#996633	2022-03-07
840	Zhima-yerbala	Жима-йербала	42.97189	45.25772	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Zhima-yerbala	chec1245	#996600	#996633	2022-03-07
841	Elistanzhi	Элистанжи	42.9725	46.017222	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Elistanzhi	chec1245	#996600	#996633	2022-03-07
842	Tevzana	Тевзана	42.975278	45.911111	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Tevzana	chec1245	#996600	#996633	2022-03-07
843	Oktyabr'skoe	Октябрьское	42.980278	46.080833	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Oktyabr'skoe	chec1245	#996600	#996633	2022-03-07
844	Khattuni	Хаттуни	42.980278	45.936944	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Khattuni	chec1245	#996600	#996633	2022-03-07
845	Belgatoy	Белгатой	42.980833	46.213056	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Belgatoy	chec1245	#996600	#996633	2022-03-07
846	Tazen-kala	Тазен-кала	42.980989	46.182928	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Tazen-kala	chec1245	#996600	#996633	2022-03-07
847	Bulgat-irzu	Булгати-ирзу	42.981873	46.372068	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Bulgat-irzu	chec1245	#996600	#996633	2022-03-07
848	Pachu	Пачу	42.983333	46.316667	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Pachu	chec1245	#996600	#996633	2022-03-07
849	Kechnyukhi	Кечнюхи	42.986147	45.273358	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Kechnyukhi	chec1245	#996600	#996633	2022-03-07
850	Osi-yurt	Оси-юрт	42.986703	46.299984	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Osi-yurt	chec1245	#996600	#996633	2022-03-07
851	Ulus-kert	Улус-керт	42.988056	45.76	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Ulus-kert	chec1245	#996600	#996633	2022-03-07
852	Sterch-kerch	Стерч-керч	42.992102	46.344103	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Sterch-kerch	chec1245	#996600	#996633	2022-03-07
853	Yaryshmardy	Йарышмарды	42.996944	45.711667	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Yaryshmardy	chec1245	#996600	#996633	2022-03-07
854	Dengi-yurt	Денги-юрт	42.997483	46.296816	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Dengi-yurt	chec1245	#996600	#996633	2022-03-07
855	Ersenoy	Эрсеной	42.9975	46.146389	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский	NA	NA	NA	NA	Ersenoy	chec1245	#996600	#996633	2022-03-07
856	Gurzhi-mokhk	Гуржи-мохк	43.00056	46.33806	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Gurzhi-mokhk	chec1245	#996600	#996633	2022-03-07
857	Ozhi-yurt	Ожи-юрт	43.001515	46.316986	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Ozhi-yurt	chec1245	#996600	#996633	2022-03-07
858	Dachu-borzoy	Дачу-борзой	43.009167	45.726389	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Dachu-borzoy	chec1245	#996600	#996633	2022-03-07
859	Simsir	Симсир	43.009444	46.465833	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Simsir	chec1245	#996600	#996633	2022-03-07
860	Chishki	Чишки	43.010278	45.705833	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Chishki	chec1245	#996600	#996633	2022-03-07
861	Verkhnee ca-vedeno	Верхнее ца-ведено	43.010956	46.061483	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Verkhnee ca-vedeno	chec1245	#996600	#996633	2022-03-07
862	Verkhnie kurchali	Верхние курчали	43.011249	46.194426	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Verkhnie kurchali	chec1245	#996600	#996633	2022-03-07
863	Datta	Датта	43.011389	46.398333	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Datta	chec1245	#996600	#996633	2022-03-07
864	Agishbatoy	Агишбатой	43.012222	46.108056	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Agishbatoy	chec1245	#996600	#996633	2022-03-07
865	Srednie kurchali	Средние курчали	43.014986	46.186189	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Srednie kurchali	chec1245	#996600	#996633	2022-03-07
866	Mesedoy	Меседой	43.01556	46.127196	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Mesedoy	chec1245	#996600	#996633	2022-03-07
867	Ca-vedeno	Ца-ведено	43.018333	46.052778	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Ca-vedeno	chec1245	#996600	#996633	2022-03-07
868	Dts «chishki»	"Дтс ""чишки"""	43.019082	45.71085	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Dts «chishki»	chec1245	#996600	#996633	2022-03-07
869	Baytarki	Байтарки	43.02	46.475556	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Baytarki	chec1245	#996600	#996633	2022-03-07
870	Agishty	Агишты	43.021667	45.891389	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский	NA	NA	NA	NA	Agishty	chec1245	#996600	#996633	2022-03-07
871	Gendergen	Гендерген	43.021944	46.334722	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Gendergen	chec1245	#996600	#996633	2022-03-07
872	Chechel'-khi	Чечель-хи	43.027549	46.429399	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Chechel'-khi	chec1245	#996600	#996633	2022-03-07
873	Nizhnie kurchali	Нижние курчали	43.02774	46.16736	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Nizhnie kurchali	chec1245	#996600	#996633	2022-03-07
874	Zandak-ara	Зандак-ара	43.028604	46.352359	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Zandak-ara	chec1245	#996600	#996633	2022-03-07
875	Verkhatoy	Верхатой	43.030871	46.02981	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Verkhatoy	chec1245	#996600	#996633	2022-03-07
876	Engenoy	Энгеной	43.0375	46.284444	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский	NA	NA	NA	NA	Engenoy	chec1245	#996600	#996633	2022-03-07
877	Tatay-khutor	Татай-хутор	43.038611	46.485556	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Tatay-khutor	chec1245	#996600	#996633	2022-03-07
878	Sherdy-mokhk	Шерды-мохк	43.03978	46.156553	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Sherdy-mokhk	chec1245	#996600	#996633	2022-03-07
879	Duba-yurt	Дуба-юрт	43.040278	45.730278	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Duba-yurt	chec1245	#996600	#996633	2022-03-07
880	Gordali	Гордали	43.042119	46.226801	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Gordali	chec1245	#996600	#996633	2022-03-07
881	Pionerskoe	Пионерское	43.042469	45.708575	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Pionerskoe	chec1245	#996600	#996633	2022-03-07
882	Bas-gordali	Бас-гордали	43.044439	46.213426	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Bas-gordali	chec1245	#996600	#996633	2022-03-07
883	Lakha-varandy	Лаха-варанды	43.044444	45.708889	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Lakha-varandy	chec1245	#996600	#996633	2022-03-07
884	Khochi-ara	Хочи-ара	43.051831	46.320541	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Khochi-ara	chec1245	#996600	#996633	2022-03-07
885	Gezinchu	Гезинчу	43.052957	46.171268	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Gezinchu	chec1245	#996600	#996633	2022-03-07
886	Mekhkeshty	Мехкешты	43.055158	46.394023	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Mekhkeshty	chec1245	#996600	#996633	2022-03-07
887	Bil'ty	Бильты	43.056106	46.347876	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Bil'ty	chec1245	#996600	#996633	2022-03-07
888	Goy-chu	Гой-чу	43.056111	45.608611	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Goy-chu	chec1245	#996600	#996633	2022-03-07
889	Guni (Chechnya)	Гуни (Чечня)	43.056667	46.106111	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Guni (Chechnya)	chec1245	#996600	#996633	2022-03-07
890	Zandak	Зандак	43.058333	46.455833	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский	NA	NA	NA	NA	Zandak	chec1245	#996600	#996633	2022-03-07
891	Dzhankhoy-khutor	Джанхой-хутор	43.061111	46.136389	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Dzhankhoy-khutor	chec1245	#996600	#996633	2022-03-07
892	Sayasan	Сайасан	43.061111	46.290833	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский	NA	NA	NA	NA	Sayasan	chec1245	#996600	#996633	2022-03-07
893	Alkhazurovo	Алхазурово	43.062222	45.654722	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Urus-Martan	Урус-мартановский	NA	NA	NA	NA	Alkhazurovo	chec1245	#996600	#996633	2022-03-07
894	Benoy	Беной	43.063611	46.014167	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский	NA	NA	NA	NA	Benoy	chec1245	#996600	#996633	2022-03-07
895	Khashki-mokhk	Хашки-мохк	43.064966	46.19528	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Khashki-mokhk	chec1245	#996600	#996633	2022-03-07
896	Martan-chu	Мартан-чу	43.068056	45.555278	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Martan-chu	chec1245	#996600	#996633	2022-03-07
897	Tangi-chu	Танги-чу	43.071667	45.511667	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Tangi-chu	chec1245	#996600	#996633	2022-03-07
898	Rogun-kazha	Рогун-кажа	43.074444	46.348611	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Rogun-kazha	chec1245	#996600	#996633	2022-03-07
899	Enikali	Эникали	43.074444	46.1525	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Enikali	chec1245	#996600	#996633	2022-03-07
900	Isay-yurt	Исай-юрт	43.07445	46.275598	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Isay-yurt	chec1245	#996600	#996633	2022-03-07
901	Ishkhoy-khutor	Ишхой-хутор	43.077261	46.358045	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Ishkhoy-khutor	chec1245	#996600	#996633	2022-03-07
902	Gilyany	Гиляны	43.078889	46.48	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Gilyany	chec1245	#996600	#996633	2022-03-07
903	Achereshki	Ачерешки	43.080475	46.136395	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Achereshki	chec1245	#996600	#996633	2022-03-07
904	Malye shuani	Малые шуани	43.080556	46.222778	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Malye shuani	chec1245	#996600	#996633	2022-03-07
905	Church-irzu	Чурч-ирзу	43.081259	46.396071	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Church-irzu	chec1245	#996600	#996633	2022-03-07
906	Sovragi	Совраги	43.085328	46.334168	Chechen	Nakh	East Caucasian		Chechen	NA	NA	NA	NA	NA	NA	NA	NA	Sovragi	chec1245	#996600	#996633	2022-03-07
