koryakov_db_id,eng_vil_name,rus_vil_name,lang_1_K,lang_2_K,lang_1_S,lang_2_S,same_languages,name_1885,name_1895,name_1926,name_2010,census_1885,census_1895,census_1926,census_2010,Lat,Lon,Republic,Region,elevation,LevK_comments
8220,,Дагестанские Огни,,,,,,,,,Дагестанские Огни,,,,27926,,,,,,"?заводской поселок, впоследствии ставший городом"
2299,Dagni,Дагни,Tabasaran,,Tabasaran,,TRUE,Дагни,Дагни (Дагуна),Дагни,Дагни,160,160,166,313,41.931594,47.911846,Daghestan,,835.614501953125,
1067,Dadulazda,Дадулазда,Avar,,Avar,,TRUE,,,Дабулада,Дадулазда,,,66,26,42.4189,46.80373,Daghestan,,1259.15344238281,
2329,Daknisa,Дакниса,Dargwa,кайт.,Dargwa,,TRUE,Дахниса (Дагиниса),"Дахниса (Дагниса, Дагнисали)",Дакнисе,Дакниса,200,201,208,436,42.08758,47.72711,Daghestan,,876.819580078125,
421,,Дамиг,Akhvakh,сев.-ахвах.,,,,,,Дамиг,,,,76,,,,,,,
1545,Damkulakada,Дамкулакада,Dargwa,сев.,Dargwa,,TRUE,,Дашкалакада,Дамкула-Кода,Дамкулакада,,143,97,48,42.430252,47.467675,Daghestan,,1224.33154296875,
359,Danukh,Данух,Avar,,Chechen,,FALSE,Данух,Данухъ,Данух,Данух,274,220,390,810,42.84282,46.6275,Daghestan,,1691.798828125,
1159,Darada,Дарада,Avar,,Avar,,TRUE,,,Дарада,Дарада,,,216,217,42.465606,46.936573,Daghestan,,1513.75939941406,
2005,Darvag,Дарваг,North Azerbaijani,,North Azerbaijani,,TRUE,Дарваг,Дарваг,Дарваг,Дарваг,961,968,1220,2889,42.022285,48.065912,Daghestan,,355.026885986328,
3141,,Дардаркент,Lezgian,,,,,Дардар-кент (Дардара-хюр),Дардар-Кент (Дардара-хюр),Дардар-Кент,Дардаркент,288,258,196,367,,,,,,
3121,Darkush-Kazmalyar,Даркушказмаляр,Lezgian,,Lezgian,,TRUE,,,Даркуш-Казм.,Даркуш-Казмаляр,,,132,2805,41.80608,48.38985,Daghestan,,96.4831390380859,
139,Datuna,Датуна,Avar,,Avar,,TRUE,"Датуната (Датун, Малиданаха)","Датунъ, Датуната, Малиданака",Датун,Датуна,67,80,74,179,42.47357,46.64364,Daghestan,,856.761596679688,
1783,,Дауда,Dargwa,цуд.,,,,,,Дауда,,,,24,,,,,,,
3779,Dakhadaevka,Дахадаевка,Kumyk,,Kumyk,,TRUE,,,Ахундовка,Дахадаевка,,,166,284,43.1069,47.44029,Daghestan,,-24.0018711090088,
1439,,Дегва,Dargwa,сев.,,,,Дегва (Дигва),Дегва (Дигва),Дегва,Дегва,411,132,540,821,,,,,,
1441,Deybuk,Дейбук,Dargwa,муиринский,Dargwa,,TRUE,Дийбук (Дубук),"Дийбукъ (Дибукъ, Дубукъ)",Дейбук,Дейбук,931,980,991,434,42.20532,47.51996,Daghestan,,1538.88464355469,
2007,Delichoban,Деличобан,North Azerbaijani,,North Azerbaijani,,TRUE,Деличобан,Деличобан (Деличибок),Деличубан,Деличобан,521,487,422,2216,42.19877,48.09467,Daghestan,,19.7854690551758,
5,,Дербент,North Azerbaijani,,,,,,,Дербент,Дербент,,,7831,118599,,,,,,
3951,Dzhaba,Джаба,Lezgian,,Lezgian,,TRUE,Джаба (Чапе),Джаба (Чапе),Джаба,Джаба,1504,1792,806,703,41.424175,47.775397,Daghestan,,1738.31530761719,
2149,Dzhavankent,Джаванкент,Kumyk,,Kumyk,,TRUE,Джаван-кент,Джаван-Кент,Джаван-Кент,Джаванкент,1168,1177,747,1013,42.26265,47.80983,Daghestan,,358.448669433594,
2155,Dzhavgat,Джавгат,Dargwa,кайт.,Dargwa,,TRUE,Джовгат (Джаугат),"Джавгат (Джаугат, Джевгат)",Джавгат,Джавгат,466,470,579,2185,42.0506,47.9375,Daghestan,,365.503295898437,
17,Dzhalaturi,Джалатури,Avar,,Avar,,TRUE,Джалатлури (Жалатлуру),Джалатрури (Жалатруи),Джалатлури,Джалатури,169,190,160,82,42.631847,46.567028,Daghestan,,1732.36254882812,
2021,Dzhalgan,Джалган,North Azerbaijani,,North Azerbaijani,,TRUE,Джалга,Джалган (Джалга),Джалган,Джалган,271,272,442,724,42.02454,48.26224,Daghestan,,527.816833496094,
9031,,Джанга-Кунт,Dargwa,сев.,,,,,Джанга-Кунт,,,,162,,,,,,,,
1445,Dzhangamakhi,Джангамахи,Dargwa,сев.,Dargwa,,TRUE,Джанга-Махи,Джанга-Махи (Халакат),Джанга-Махи,Джангамахи,783,259,301,698,42.44335,47.38111,Daghestan,,1295.265625,
3411,,Джараг,тат+,,,,,Джараг (Джераг),"Джарах (Джерах, Джара)",Джараг,,291,329,10,,,,,,,
1321,,Джарон-Махи,Dargwa,сев.,,,,,,Джарон-Махи,,,,55,,,,,,,
2023,Dzhemikent,Джемикент,North Azerbaijani,,North Azerbaijani,,TRUE,Джеми-кент,Джими-Кент (Джеми-Кент),Джемикент,Джемикент,687,647,655,2555,42.23575,48.04114,Daghestan,,33.7446327209473,
3329,Dzhepel',Джепель,Lezgian,,Lezgian,,TRUE,Джебель (Ширванар),"Джабель (Джебель, Джабек, Ширванар)",Джабель,Джепель,123,106,195,634,41.54977,48.21947,Daghestan,,543.11279296875,
2153,Dzhibakhni,Джибахни,Dargwa,кайт.,Dargwa,,TRUE,Джибагни,"Джибагни (Джебагни, Джабагни)",Джибахни,Джибахни,735,740,567,1200,42.06051,47.90847,Daghestan,,409.109252929688,
3957,,Джиг-Джиг,Lezgian,,,,,Джиг-Джиг (Чекисик),Джиг-Джиг (Чекисик),Джиг-Джиг,,437,465,217,,,,,,,
2255,Dzhigiya,Джигия,Dargwa,кайт.,Dargwa,,TRUE,Джигiа,Джигиа (Джигия),Джигия,Джигия,116,120,129,289,42.06139,47.79597,Daghestan,,621.141418457031,
4013,Dzhilikhur,Джилихур,Lezgian,,Rutul,,FALSE,,,Жилихюр,Джилихур,,,251,742,41.65545,47.26768,Daghestan,,1590.79418945313,
9015,,Джимджимах,Tsakhur,,,,,Джимджимаг,Джимджимах (Джимджимаг),–,,93,135,,,,,,,,
2217,Dzhinabi,Джинаби,Dargwa,кайт.,Dargwa,,TRUE,Джинаби,Джинаби (Дженаби),Джинаби,Джинаби,385,342,338,706,42.070864,47.860318,Daghestan,,613.606872558594,
4005,Dzhinykh,Джиных,Tsakhur,,Tsakhur,,TRUE,Джиних (Джинег),Джиних (Джинег),Жиних,Джиных,537,532,262,277,41.67245,47.04479,Daghestan,,1797.17175292969,
2331,Dzhirabachi,Джирабачи,Dargwa,кайт.,Dargwa,,TRUE,Джинабаджи (Джирабаджи),"Джинабаджи (Джирабаджи, Джирибачни)",Джирабажи,Джирабачи,470,470,451,531,42.09091,47.73513,Daghestan,,939.80908203125,
2429,Dzhugdil',Джугдиль,Tabasaran,,Tabasaran,,TRUE,Джугдиль (Джогдиль),Джугдиль (Джогдиль),Джуглил,Джугдиль,272,271,325,917,41.919222,47.979531,Daghestan,,798.133666992188,
8018,,Джугут,,,,,,,,,Джугут,,,,406,,,,,,
3303,Dzhuli,Джули,Tabasaran,,Tabasaran,,TRUE,Джули (Жули),Джули (Усули),Джули,Джули,358,390,386,631,41.8822,47.85399,Daghestan,,1153.94470214844,
2301,Dzhul'dzhag,Джульджаг,Tabasaran,,Tabasaran,,TRUE,Джоруджаг (Джолджаг),Джорджал (Джулдаг),Джулджак,Джульджаг,180,180,163,715,41.95485,47.88933,Daghestan,,998.5048828125,
2303,Dzhul'dzhinif,Джульджиниф,Tabasaran,,Tabasaran,,TRUE,Джуруджинив (Джуржунив),"Джурджиниф (Двурджинив, Джулджиниф)",Джулжиниф,Джульджиниф,70,62,68,197,41.957235,47.912939,Daghestan,,765.842346191406,
2379,Dzhurmachi,Джурмачи,Dargwa,муиринский,Dargwa,,TRUE,Журмачи (Зурмачи),"Журмачи (Зурмачи, Гурмачи)",Журмачи,Джурмачи,223,231,256,152,42.09049,47.69572,Daghestan,,951.664489746094,
1451,Dzilebki,Дзилебки,Dargwa,сирхинско-тантынский,Dargwa,,TRUE,Дзилебки,Дзилебки,Дзилебки,Дзилебки,406,398,481,714,42.04989,47.55693,Daghestan,,1645.35473632813,
2375,Dibgalik,Дибгалик,Dargwa,муиринский,Dargwa,,TRUE,Дибгелик,"Дибгалик (Дибгелик, Деблюк, Дебгали, Девгали)",Дибгалик,Дибгалик,359,367,357,557,42.120363,47.652521,Daghestan,,1065.45202636719,
2165,Dibgashi,Дибгаши,Dargwa,муиринский,Dargwa,,TRUE,Дибга-ша (Динга-ша),"Дибга-ша (Дивга-ша, Девгашили)",Дибгаша,Дибгаши,532,527,450,1130,42.1617,47.6944,Daghestan,,1104.78015136719,
1693,Dingo,Динго,Dargwa,цуд.,Dargwa,,TRUE,,,Денгубе,Динго,,,22,0,42.35347,47.18138,Daghestan,,1049.79821777344,
1481,Ditunshimakhi,Дитуншимахи,Dargwa,сев.,Dargwa,,TRUE,Детунша (Дитунша),Детунша (Дитунша),Дитунши-Махи,Дитуншимахи,133,133,152,486,42.381665,47.289692,Daghestan,,1410.48376464844,
677,Dorgeli,Доргели,Kumyk,,Kumyk,,TRUE,Дургали (Дургели),Дургели (Дургали),Дургели,Доргели,4291,4620,3130,5781,42.66556,47.29667,Daghestan,,667.396423339844,
951,Doronub,Доронуб,Avar,,Avar,,TRUE,Дарану (Дарануб),Дарануб,Доронуб,Доронуб,123,131,111,150,42.124689,46.809427,Daghestan,,1876.57202148438,
8095,Druzhba,Дружба,,,Dargwa,,,,,,Дружба,,,,3675,42.2419,48.0042,Daghestan,,65.0423812866211,42.2419 48.0042 Dargwa
8095,Druzhba,Дружба,,,Chechen,,,,,,Дружба,,,,3675,43.403333,45.6575,Chechnya,,187.238922119141,42.2419 48.0042 Dargwa
3047,,Друштул,Aghul,агульский собственно,,,,Друштал (Дурушта),"Друштул (Дурушта, Дуруштул, Траталык)",Друштул,,362,371,372,,,,,,,
1455,Duakar,Дуакар,Dargwa,сирхинско-тантынский,Dargwa,,TRUE,Дуаккар,"Дуаккар (Диакхор, Дуук)",Дуакар,Дуакар,276,263,291,248,42.064159,47.460081,Daghestan,,1637.55126953125,
9028,,Дуаршин,Dargwa,сев.,,,,,Дуаршин,,,,82,,,,,,,,
1323,Dubrimakhi,Дубримахи,Dargwa,сев.,Dargwa,,TRUE,Дубри-Махи,Дубри-Махи,Дубри-Махи,Дубримахи,943,999,256,692,42.274418,47.285133,Daghestan,,1503.74438476563,
3057,Duldug,Дулдуг,Aghul,агульский собственно,Aghul,,TRUE,Дулдуг,Дулдуг (Дюльдух),Дулдуг,Дулдуг,371,386,380,544,41.76833,47.67438,Daghestan,,1560.97912597656,
705,Durangi,Дуранги,Avar,,Avar,,TRUE,Дуранги,Дуранги,Дуранги,Дуранги,329,342,345,553,42.63571,47.22366,Daghestan,,1040.05541992188,
2257,Duregi,Дуреги,Dargwa,кайт.,Dargwa,,TRUE,Дурья,Дурья,Дуреги,Дуреги,287,279,335,270,42.03585,47.76541,Daghestan,,1062.16467285156,
887,,Дуржул,Avar,,,,,,,Дуржул,,,,113,,,,,,,
977,Dusrakh,Дусрах,Avar,,Avar,,TRUE,Дусрек (Диси),Дусрек (Риси),Дусрак,Дусрах,333,333,315,280,42.1275,46.8792,Daghestan,,1872.45385742188,
3493,,Дучи,Lak,,,,,Дучи (Дучими),Дучи (Дучими),Дучи,,308,341,264,,,,,,,
2177,Dyubek,Дюбек,Tabasaran,,Tabasaran,,TRUE,Дювек,Дювек,Дювек,Дюбек,878,818,1038,1893,42.0208,47.969528,Daghestan,,450.744720458984,
8064,Dyuzler,Дюзлер,,,Tabasaran,,,,,,Дюзлер,,,,562,41.93583,48.265,Daghestan,,68.0397644042969,
2341,,Евр. слободка,Muslim Tat,,,,,,,Евр. слободка,,,,306,,,,,,,
2415,,Екраг,Tabasaran,,,,,Екраг,Ерках (Еркаг),Екрах,Екраг,128,141,160,156,,,,,,
2305,,Ергюняг,Tabasaran,,,,,Ергюнаг,"Ергюнаг (Ергунаг, Юргнах)",Ерунаг,Ергюняг,62,59,64,60,,,,,,
2185,,Ерси,Tabasaran,,,,,Ерси,Ерси,Ерси,Ерси,735,750,1190,1805,,,,,,
3865,,Ж. д. буд. 949 клм.,Russian,,,,,,,Ж. д. буд. 949 клм.,,,,12,,,,,,,
3863,,Ж. д. буд. 959 клм.,Dargwa,??,,,,,,Ж. д. буд. 959 клм.,,,,11,,,,,,,
3799,,Ж. д. будка 969 к.,Lak,,,,,,,Ж. д. будка 969 к.,,,,9,,,,,,,
2025,,Ж. д. будка 973 вер.,Russian,,,,,,,Ж. д. будка 973 вер.,,,,13,,,,,,,
3797,,Ж. д. будка 978 к.,Kumyk,,,,,,,Ж. д. будка 978 к.,,,,4,,,,,,,
815,,Ж. д. будка на 18-й версте,Kumyk,,,,,,,Ж. д. будка на 18-й версте,,,,4,,,,,,,
3801,,Ж. д. казарма на 932 клм.,Dargwa,сев.,,,,,,Ж. д. казарма на 932 клм.,,,,11,,,,,,,
3849,,Ж. д. казармы 882 клм.,Kumyk,,,,,,,Ж. д. казармы 882 клм.,,,,20,,,,,,,
4167,Zhazhada,Жажада,Avar,,Avar,,TRUE,Жажада,Жажада,Жажада,Жажада,76,81,58,199,42.197157,46.424903,Daghestan,,1892.42785644531,
1561,Zhamsory,Жамсоры,Dargwa,сев.,Dargwa,,TRUE,,Чамсарала,Чамсаре,Жамсоры,,42,73,0,42.382089,47.462508,Daghestan,,1442.42224121094,
1849,,Завгуреланлала,Dargwa,сев.,,,,,,Завгуреланлала,,,,62,,,,,,,
3061,Zaza,Заза,Lezgian,,Lezgian,,TRUE,Заза,Заза (Дзаза),Заза,Заза,494,500,470,37,41.77734,48.04628,Daghestan,,752.088684082031,
199,Zaib,Заиб,Avar,,Avar,,TRUE,,,Заи,Заиб,,,56,226,42.489364,46.707472,Daghestan,,799.366271972656,
131,Zanata,Заната,Avar,,Avar,,TRUE,Заната,Заната,Заната,Заната,200,202,159,198,42.485146,46.552771,Daghestan,,1602.92211914063,
1255,,Зевер,Avar,,,,,,,Зевер,,,,184,,,,,,,
3761,,Зели-Кака,Kumyk,,,,,,,Зелекака,,,,176,,,,,,,
3911,,Зем. Артель Батраков,Avar,,,,,,,Зем. Артель Батраков,,,,68,,,,,,,
4709,Zekhida,Зехида,Tsez,цезский,Tsez,,TRUE,Зехиди,"Захида (Зехеди, Захиды)",Зихида,Зехида,103,105,82,502,42.19594,45.94664,Daghestan,,1861.92724609375,
367,,Зибиру,Botlikh,,,,,,,Зибиру,,,,30,,,,,,,
361,Zibirkhali,Зибирхали,Godoberi,,Godoberi,,TRUE,Зуберхули,Зибирхали (Зибихули),Зиберкали,Зибирхали,285,279,147,64,42.66833,46.07194,Daghestan,,1791.06030273438,
2031,Zid'yan,Зидьян,North Azerbaijani,,North Azerbaijani,,TRUE,Задiан,Задиан (Зидиан),Зидьян,Зидьян,533,532,555,150,42.050776,48.142558,Daghestan,,481.721801757813,
2037,Zid'yan-Kazmalyar,Зидьян-Казмаляр,North Azerbaijani,,North Azerbaijani,,TRUE,,,Зидьян Казмалар,Зидьян-Казмаляр,,,330,977,42.07957,48.15655,Daghestan,,203.86637878418,
3071,,Зизик,Lezgian,,,,,Зизик,"Зизик (Зезик, Дере-Кам)",Зизик,Зизик,508,494,489,1235,,,,,,
273,Zilo,Зило,Andi,верхне-андийски,Andi,,TRUE,Зило,"Зило (Зилю, Зилюръ, Зилудиралъ)",Зило,Зило,569,469,510,1220,42.731394,46.319223,Daghestan,,1202.365234375,
2193,Zil',Зиль,Tabasaran,,North Azerbaijani,,FALSE,Зиль,Зиль,Зиль,Зиль,346,345,433,454,41.99616,48.03356,Daghestan,,587.220520019531,
2187,Zil'bachi,Зильбачи,Dargwa,муиринский,Dargwa,,TRUE,Зильвачи,"Зильбачи (Зильмачи, Зильвачи)",Зильбачи,Зильбачи,325,339,397,941,42.139973,47.717838,Daghestan,,1311.98291015625,
3079,Zil'dik,Зильдик,Tabasaran,,Tabasaran,,TRUE,"Зильдик (Сильдик, Чичик)","Зильдик (Цыльдик, С-, Чичик)",Зильдик,Зильдик,475,446,512,585,41.81292,47.98958,Daghestan,,1084.77709960938,
1881,Zil'mukmakhi,Зильмукмахи,Dargwa,усиша-бутринский,Dargwa,,TRUE,Зилмук,Зальмук-Махи,Зелмук-Махи,Зильмукмахи,193,223,244,328,42.28483,47.3958,Daghestan,,1409.150390625,
4233,,зим. Ахадиб (?),Avar,,,,,,,Ахада,,,,21,,,,,,,
389,,Зиндулла,Karata,карат.,,,,,,Зиндулла,,,,14,,,,,,,
55,Zirani,Зирани,Avar,,Avar,,TRUE,Зирани,"Зирани, Зираны",Зирани,Зирани,154,160,188,65,42.61797,46.94436,Daghestan,,543.17236328125,
3081,,Зирдаг,Tabasaran,,,,,Зирдаг (Зирджаг),"Зирдаг (Зирджаг, Заржак)",Зирдак,,319,314,290,,,,,,,
1231,Ziurib,Зиуриб,Avar,,Avar,,TRUE,Зиури,Зиури,Зиуриб,Зиуриб,226,239,232,326,42.41789,46.705088,Daghestan,,1846.06469726563,
3953,,Зрых,Lezgian,,,,,Зрых (Цириг),"Зрых (Зирик, Цирих)",Зрых,Зрых,768,760,843,1838,,,,,,
2377,Zubanchi,Зубанчи,Dargwa,муиринский,Dargwa,,TRUE,Зубанчи (Зуванчи),"Зубанчи (Зуванчи, Аубанчи)",Зубанчи,Зубанчи,616,622,664,1639,42.13309,47.70417,Daghestan,,1077.52282714844,
1547,,Зурилаудимахи,Dargwa,сев.,,,,,Зуриула,Зурилну,Зурилаудимахи,,83,143,461,,,,,,
3025,Zukhrabkent,Зухрабкент,Lezgian,,Lezgian,,TRUE,Зограб-кент (Зограба-хюр),Зограб Кент (Зограб-Хюр),Зуграб-Кент,Зухрабкент,469,452,396,250,41.56687,48.1529,Daghestan,,1066.8203125,
4605,Ibragimotar,Ибрагимотар,,,Avar,,,,,,Ибрагимотар,,,,1232,43.56491,46.46879,Daghestan,,8.99989604949951,
1069,Ivaylazda,Ивайлазда,Avar,,Avar,,TRUE,,,Иваназда,Ивайлазда,,,32,73,42.42,46.79917,Daghestan,,1323.56298828125,
99,Igali,Игали,Avar,,Avar,,TRUE,Игали,Игали (Ихали),Игали,Игали,1138,1135,852,2558,42.7181,46.5811,Daghestan,,623.298461914063,
4069,Igrakh,Играх,Lezgian,,Lezgian,,TRUE,Икрах (Гирак),Икрах (Гирак),Икрах,Играх,158,159,182,2,41.5525,47.52831,Daghestan,,1700.18786621094,
281,,Идходатль,Chamalal,,,,,,,Идходатль,,,,13,,,,,,,
379,Izano,Изано,Akhvakh,сев.-ахвах.,Akhvakh,,TRUE,Изани (Изаниб),Изани (Изанибъ),Изани,Изано,412,433,318,1211,42.52735,46.40389,Daghestan,,1823.7587890625,
3773,,Избербаш,Kumyk,,,,,,,Изберг,Избербаш,,,7,55279,,,,,,
4143,Izta,Изта,Avar,,Avar,,TRUE,Изата (Изеда),"Изата (Издата, Изеда, Эзета)",Изата,Изта,34,39,17,17,42.30889,46.35667,Daghestan,,2081.75659179687,
3085,Ikra,Икра,Lezgian,,Lezgian,,TRUE,"Икра (Кири, Крар)","Икра (Кири, Крар)",Икра,Икра,1343,1085,1288,1620,41.5633,48.0094,Daghestan,,996.627868652344,
8058,Imeni Michurina,Имени Мичурина,,,North Azerbaijani,,,,,,Имени Мичурина,,,,878,42.17695,48.19867,Daghestan,,-14.7653760910034,
1295,,Имхила Махи,Dargwa,сев.,,,,,,Имхила Махи,,,,33,,,,,,,
383,Ingerdakh,Ингердах,Avar,,Avar,,TRUE,Ингердах,Ингердахъ (Ингурдахъ),Ингердах,Ингердах,456,490,531,1065,42.58926,46.398373,Daghestan,,1881.91979980469,
385,Ingishi,Ингиши,Avar,,Avar,,TRUE,Ингиш,Ингишь (Ингишу),Ингиши,Ингиши,414,454,455,839,42.77477,46.54264,Daghestan,,1533.03540039063,
8005,Indira,Индира,,,Karata,,,,,,Индира,,,,429,43.495013,46.80715,Daghestan,,-6,
1325,Inzimakhi,Инзимахи,Dargwa,сев.,Dargwa,,TRUE,,,Инзи-Махи,Инзимахи,,,145,1382,42.27238,47.35613,Daghestan,,1409.185546875,
3467,Inisha,Иниша,Lak,,Lak,,TRUE,Иниши,"Иниши (Иниша, Инишалю)",Иниша,Иниша,167,163,114,131,42.15031,47.20492,Daghestan,,1710.07116699219,
209,Inkvalita,Инквалита,Avar,,Avar,,TRUE,Инкоалита,Инкоалита (Инколита),Инколита,Инквалита,173,176,135,46,42.69936,46.68833,Daghestan,,1519.19567871094,
1695,Inkuchimakhi,Инкучимахи,Dargwa,цуд.,Dargwa,,TRUE,,Инкучи-Махи,Инкучи-Махи,Инкучимахи,,65,86,541,42.35029,47.17345,Daghestan,,1106.42065429688,
8007,Inkhelo (Novoe Inkhelo),Инхело,,,Karata,,,,,,Инхело,,,,841,43.46797,46.61451,Daghestan,,13.180401802063,
4693,Inkhokvari,Инхоквари,Xvarshi,,Xvarshi,Inkhoqwari,TRUE,Инхокори,"Инхокори (Анкачвари, Ангаквари)",Инхокори,Инхоквари,289,319,238,258,42.410888,46.044877,Daghestan,,1394.09533691406,
337,,Инцатли,Chamalal,,,,,,,Инцатли,,,,14,,,,,,,
1035,Iputa,Ипута,Avar,,Avar,,TRUE,,,Ината,Ипута,,,217,97,42.47852,46.96592,Daghestan,,1454.63317871094,
2189,Iragi,Ираги,Dargwa,муиринский,Dargwa,,TRUE,Ирага,"Ирага (Ирыгы, Ирагари)",Ирага,Ираги,352,353,361,843,42.11889,47.75336,Daghestan,,850.65673828125,
2171,Iraki,Ираки,Dargwa,муиринский,Dargwa,,TRUE,Ирига (Ириква),"Ирига (Ириги, Ириага, Ириква, Ириквали)",Ираки,Ираки,286,299,251,394,42.16405,47.71739,Daghestan,,1105.35485839844,
1503,Irgali,Иргали,Dargwa,цуд.,Dargwa,,TRUE,Иргали-Махи,Иргали-Махи,Иргалы-Махи,Иргали,202,226,204,206,42.41281,47.13538,Daghestan,,1212.36743164063,
107,Irganay,Ирганай,Avar,,Avar,,TRUE,Ирхана (Рихуни),"Ирганай (Ирханы, Иргана, Рихуни)",Ирганай,Ирганай,596,613,699,2290,42.649543,46.912048,Daghestan,,577.021057128906,
993,Irib,Ириб,Avar,,Avar,,TRUE,Ириб (Ири),Ириб (Ири),Ириб,Ириб,562,555,460,1108,42.1606,46.8169,Daghestan,,1646.95629882813,
2343,Irichi,Иричи,Dargwa,муиринский,Dargwa,,TRUE,Иричи,"Иричи (Ирачи, Иречи, Урача)",Иричи,Иричи,121,121,90,8,42.13548,47.79158,Daghestan,,882.535583496094,
297,,Исибки,Chamalal,,,,,,,Исибки,,,,10,,,,,,,
3089,Ispik,Испик,Lezgian,,Lezgian,,TRUE,Испик (Спик),Испик (Спик),Испик,Испик,520,485,581,1274,41.61489,48.19118,Daghestan,,714.948913574219,
329,,Исси,Chamalal,,,,,,,Эсси,,,,27,,,,,,,
495,,Италт,Tindi,,,,,,,Италт,,,,7,,,,,,,
79,,Итля,Avar,,,,,Итли,Итля,Итля,,138,153,115,,,,,,,
8208,Ikha,Иха,,,Avar,,,,,,Иха,,,,20,42.256944,45.820075,Daghestan,,1752.49572753906,Казбековский район
8208,,Иха,,,,,,,,,Иха,,,,20,,,,,,Цунтинский район
3955,,Ихир,Lezgian,,,,,Ихир (Ехир),Ихир (Ехир),Ихир,,1231,1141,410,,,,,,,
3959,Ikhrek,Ихрек,Rutul,,Rutul,,TRUE,Ихрек (Иги-рак),"Ихрек (Игирак, Икраг, Гирак)",Ихрек,Ихрек,1725,1669,1456,2049,41.693931,47.210005,Daghestan,,1792.92919921875,
2197,Itsari,Ицари,Dargwa,ицар.,Dargwa,,TRUE,Ицари (Уцари),"Ицари (Ицалю, Уцари)",Ицари,Ицари,535,563,639,223,41.99733,47.5833,Daghestan,,1436.42858886719,
4681,Itsirakh,Ицирах,Tsez,цезский,Tsez,,TRUE,Ицрах,Ицрахъ (Ицирахо),Ицрах,Ицирах,61,58,23,487,42.244662,45.849585,Daghestan,,1765.32189941406,
1587,,Ича,Dargwa,сев.,,,,,,Ича,,,,13,,,,,,,
4071,Iche,Иче,Lezgian,,Lezgian,,TRUE,Ича,Ича,Ича,Иче,189,195,242,2,41.58146,47.509933,Daghestan,,2240.88012695312,
497,,Ичидары,Tindi,,,,,,,Ичидары,,,,8,,,,,,,
3225,Ichin,Ичин,Lezgian,,Lezgian,,TRUE,Ичин,Ичин,Ичин,Ичин,484,481,434,333,41.68263,47.99189,Daghestan,,848.014709472656,
403,Ichichali,Ичичали,Avar,,Avar,,TRUE,Ичичали,Ичичали (Ичить),Ичичали,Ичичали,489,484,482,156,42.732617,46.405263,Daghestan,,1663.771484375,
211,Ishtiburi,Иштибури,Avar,,Avar,,TRUE,Иштибури,Иштибури,Иштибури,Иштибури,194,192,196,292,42.679149,46.702701,Daghestan,,1649.22534179688,
4277,Kabasida,Кабасида,Avar,,Avar,,TRUE,Кобосида,Кобосида,Кобоседа,Кабасида,28,36,22,16,42.205771,46.341334,Daghestan,,1751.28112792969,
301,,Кабилач,Chamalal,,,,,,,Кабилач,,,,8,,,,,,,
3113,Kabir,Кабир,Lezgian,,Lezgian,,TRUE,Кабир,Кабир,Капир,Кабир,1932,1987,1135,1424,41.5592,48.0444,Daghestan,,942.850341796875,
3097,Kabir-Kazmalyar,Кабир-Казмаляр,Lezgian,,Lezgian,,TRUE,,,Кабир-Казм.,Кабир-Казмаляр,,,411,2191,41.7498,48.48848,Daghestan,,129.102416992188,
1327,Kavkamakhi,Кавкамахи,Dargwa,сев.,Dargwa,,TRUE,Кавка,Кавка-Махи (Верх. И Ниж),Кавка-Махи,Кавкамахи,489,523,426,1407,42.322184,47.30588,Daghestan,,1676.33056640625,
1329,,Када-Кунт,Dargwa,сев.,,,,,,Када-Кунт,,,,58,,,,,,,
4273,,Кадан,Avar,,,,,Кудан,"Куданъ (Кудань, Кудакъ, Нанди)",Кадан,,25,20,2,,,,,,,
713,Kadar,Кадар,Dargwa,кадар.,Dargwa,,TRUE,Кадар (Гадар),Кадар (Гадар),Кадар,Кадар,3261,3214,1530,2276,42.6242,47.2903,Daghestan,,1107.490234375,
1573,,Кадарла-Дак,Dargwa,сев.,,,,,,Кадарла-Дак,,,,11,,,,,,,
1645,Kaddamakhi,Каддамахи,Dargwa,сирхинско-тантынский,Dargwa,,TRUE,Кадда-Махи,Кодда-Махи,Кадда-Махи,Каддамахи,46,46,48,94,42.045284,47.356444,Daghestan,,1770.93872070313,
3735,Kadirkent,Кадиркент,Dargwa,сев.,Dargwa,,TRUE,,,Кадар-Кент,Кадиркент,,,112,871,42.49661,47.60836,Daghestan,,716.831787109375,
29,,Казакин-Бак,Avar,,,,,,,Казакин-Бак,,,,27,,,,,,,
3829,,Казалиево,Avar,,,,,,,Казалиево,,,,10,,,,,,,
3831,,Казарма 894 кл,Avar,,,,,,,Казарма 894 кл,,,,11,,,,,,,
3833,,Казарма 899 кл.,Avar,,,,,,,Казарма 899 кл.,,,,11,,,,,,,
681,Kaka,Кака,Kumyk,,Lezgian,,FALSE,,,Кака,,,,42,,41.478513,47.636857,Daghestan,,1143.21435546875,?
681,,Кака,Kumyk,,,,,,,Кака,,,,42,,,,,,,?
3961,Kaka,Кака,Lezgian,,Lezgian,,TRUE,Кака (Кека),"Кака (Кока, Кека, Кахка)",Кака,Кака,726,700,632,1653,41.478513,47.636857,Daghestan,,1143.21435546875,?
3961,,Кака,Lezgian,,,,,Кака (Кека),"Кака (Кока, Кека, Кахка)",Кака,Кака,726,700,632,1653,,,,,,?
