id	village	rus_village	lat	lon	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	comment
1570	Churtakh	Чуртах	42.11257	47.08687	Lak	Lak	East Caucasian	Dagestan	NA	1993.73254394531	FALSE	khajdakov1966	238-239	Literary	Литературный							Churtakh					lakk1252	#cc9900	#cc9900	
1571	Tulizma	Тулизма	42.115654	47.119069	Lak	Lak	East Caucasian	Dagestan	NA	1717.5283203125	FALSE											Tulizma					lakk1252	#cc9900	#cc9900	
1572	Shara	Шара	42.115737	47.135907	Lak	Lak	East Caucasian	Dagestan	NA	1701.05688476563	FALSE	khajdakov1966	238-239	Literary	Литературный							Shara					lakk1252	#cc9900	#cc9900	
1573	Sukiyakh	Сукиях	42.12168	47.23611	Lak	Lak	East Caucasian	Dagestan	NA	1988.36145019531	FALSE	korjakov2006	32	Vikhlin	Вихлинский							Sukiyakh			Vixlin	vixl1238	lakk1252	#cc9900	#cc9900	
1574	Khoykhi	Хойхи	42.12179	47.18526	Lak	Lak	East Caucasian	Dagestan	NA	1623.7685546875	FALSE	khajdakov1966	113	Literary	Литературный							Khoykhi					lakk1252	#cc9900	#cc9900	
1575	Vikhli	Вихли	42.1269	47.2219	Lak	Lak	East Caucasian	Dagestan	NA	1936.29345703125	FALSE	khajdakov1966	88	Vikhlin	Вихлинский							Vikhli			Vixlin	vixl1238	lakk1252	#cc9900	#cc9900	
1576	Kukni	Кукни	42.12819	47.15973	Lak	Lak	East Caucasian	Dagestan	NA	1564.72668457031	FALSE	khajdakov1966	238-239	Literary	Литературный							Kukni					lakk1252	#cc9900	#cc9900	
1577	Kulushats	Кулушац	42.1283	47.0983	Lak	Lak	East Caucasian	Dagestan	NA	1874.90087890625	FALSE	khajdakov1966	238-239	Literary	Литературный							Kulushats					lakk1252	#cc9900	#cc9900	
1578	Govkra	Говкра	42.13254	47.12389	Lak	Lak	East Caucasian	Dagestan	NA	1718.52917480469	FALSE											Govkra					lakk1252	#cc9900	#cc9900	
1579	Kani	Кани	42.13937	47.18846	Lak	Lak	East Caucasian	Dagestan	NA	1740.2744140625	FALSE	khajdakov1966	113	Literary	Литературный							Kani					lakk1252	#cc9900	#cc9900	
1580	Chitur	Читур	42.13954	47.10151	Lak	Lak	East Caucasian	Dagestan	NA	1864.13305664062	FALSE											Chitur					lakk1252	#cc9900	#cc9900	
1581	Shovkra	Шовкра	42.14008	47.12741	Lak	Lak	East Caucasian	Dagestan	NA	1613.47448730469	FALSE	khajdakov1966	238-239	Literary	Литературный							Shovkra					lakk1252	#cc9900	#cc9900	
1582	Kubra	Кубра	42.14373	47.08175	Lak	Lak	East Caucasian	Dagestan	NA	1813.15734863281	FALSE	khajdakov1966	238-239	Literary	Литературный							Kubra					lakk1252	#cc9900	#cc9900	
1583	Inisha	Иниша	42.15031	47.20492	Lak	Lak	East Caucasian	Dagestan	NA	1710.07116699219	FALSE	khajdakov1966	113	Literary	Литературный							Inisha					lakk1252	#cc9900	#cc9900	
1584	Guschi	Гущи	42.15128	47.09368	Lak	Lak	East Caucasian	Dagestan	NA	1721.72241210938	FALSE											Guschi					lakk1252	#cc9900	#cc9900	
1585	Khurukra	Хурукра	42.15663	47.13422	Lak	Lak	East Caucasian	Dagestan	NA	1635.22351074219	FALSE											Khurukra					lakk1252	#cc9900	#cc9900	
1586	Viraty	Вираты	42.15675	47.20107	Lak	Lak	East Caucasian	Dagestan	NA	1910.84252929687	FALSE	khajdakov1966	113	Literary	Литературный							Viraty					lakk1252	#cc9900	#cc9900	
1587	Khuri	Хури	42.170115	47.12522	Lak	Lak	East Caucasian	Dagestan	NA	1515.90441894531	FALSE											Khuri					lakk1252	#cc9900	#cc9900	
1588	Kumukh	Кумух	42.1706	47.1175	Lak	Lak	East Caucasian	Dagestan	NA	1512.73315429688	FALSE	korjakov2006; khajdakov1966	32; 238-239	Literary	Литературный	Kumukh	Кумухский					Kumukh			Kumux	kumu1246	lakk1252	#cc9900	#cc9900	
1589	Lakhir	Лахир	42.17688	47.17802	Lak	Lak	East Caucasian	Dagestan	NA	1723.89099121094	FALSE	khajdakov1966	238-239	Literary	Литературный							Lakhir					lakk1252	#cc9900	#cc9900	
1590	Ubra	Убра	42.179776	47.102963	Lak	Lak	East Caucasian	Dagestan	NA	1629.38464355469	FALSE											Ubra					lakk1252	#cc9900	#cc9900	
1591	Khuna	Хуна	42.179791	47.160847	Lak	Lak	East Caucasian	Dagestan	NA	1456.72436523438	FALSE	khajdakov1966	238-239	Literary	Литературный							Khuna					lakk1252	#cc9900	#cc9900	
1592	Turtsi	Турци	42.18409	47.16817	Lak	Lak	East Caucasian	Dagestan	NA	1467.33337402344	FALSE	khajdakov1966	110	Vitskhi	Вицхинский							Turtsi			Vicxin	vicx1238	lakk1252	#cc9900	#cc9900	
1593	Shadni	Шадни	42.192172	47.648927	Lak	Lak	East Caucasian	Dagestan	NA	1349.83508300781	FALSE	khajdakov1966	60	Shadni	Шаднинский							Shadni					lakk1252	#cc9900	#cc9900	
1594	Shuni	Шуни	42.19414	47.17229	Lak	Lak	East Caucasian	Dagestan	NA	1476.85925292969	FALSE	khajdakov1966	110	Vitskhi	Вицхинский	Southern	Южный					Shuni			Vicxin	vicx1238	lakk1252	#cc9900	#cc9900	
1595	Kurla	Курла	42.19768	47.18731	Lak	Lak	East Caucasian	Dagestan	NA	1849.97424316406	FALSE	khajdakov1966	113	Literary	Литературный							Kurla					lakk1252	#cc9900	#cc9900	
1596	Ulluchara	Уллучара	42.20267	47.27463	Lak	Lak	East Caucasian	Dagestan	NA	1828.91271972656	FALSE	khajdakov1966	35	Bartkhi	Бартхинский							Ulluchara					lakk1252	#cc9900	#cc9900	
1597	Uri	Ури	42.2056	47.0164	Lak	Lak	East Caucasian	Dagestan	NA	1666.26831054688	FALSE	khajdakov1966	113	Literary	Литературный							Uri					lakk1252	#cc9900	#cc9900	
1598	Mukar	Мукар	42.20687	47.02212	Lak	Lak	East Caucasian	Dagestan	NA	1667.02294921875	FALSE	khajdakov1966	113	Literary	Литературный							Mukar					lakk1252	#cc9900	#cc9900	
1599	Unchukatl'	Унчукатль	42.2208	47.1525	Lak	Lak	East Caucasian	Dagestan	NA	1354.95471191406	FALSE	khajdakov1966	110	Vitskhi	Вицхинский	Southern	Южный					Unchukatl'			Vicxin	vicx1238	lakk1252	#cc9900	#cc9900	
1600	Karasha	Караша	42.2221	47.1772	Lak	Lak	East Caucasian	Dagestan	NA	1562.20544433594	FALSE	khajdakov1966	238-239	Vitskhi	Вицхинский	Southern	Южный					Karasha					lakk1252	#cc9900	#cc9900	
1601	Kamakhal	Камахал	42.227415	46.999859	Lak	Lak	East Caucasian	Dagestan	NA	1680.13818359375	FALSE	khajdakov1966	238-239	Literary	Литературный							Kamakhal					lakk1252	#cc9900	#cc9900	
1602	Palisma	Палисма	42.22845	47.0162	Lak	Lak	East Caucasian	Dagestan	NA	1667.33447265625	FALSE	khajdakov1966	238-239	Literary	Литературный							Palisma					lakk1252	#cc9900	#cc9900	
1603	Kamasha	Камаша	42.22886	47.14153	Lak	Lak	East Caucasian	Dagestan	NA	1525.84362792969	FALSE	khajdakov1966	238-239	Vitskhi	Вицхинский	Southern	Южный					Kamasha					lakk1252	#cc9900	#cc9900	
1604	Guymi	Гуйми	42.230357	47.19589	Lak	Lak	East Caucasian	Dagestan	NA	1659.33459472656	FALSE											Guymi					lakk1252	#cc9900	#cc9900	
1605	Shakhuva	Шахува	42.25077	47.1617	Lak	Lak	East Caucasian	Dagestan	NA	1266.50842285156	FALSE	khajdakov1966	110	Vitskhi	Вицхинский	Southern	Южный					Shakhuva			Vicxin	vicx1238	lakk1252	#cc9900	#cc9900	
1606	Bagikla	Багикла	42.25308	47.13393	Lak	Lak	East Caucasian	Dagestan	NA	1435.11450195313	FALSE	khajdakov1966	111	Vitskhi	Вицхинский	Southern	Южный					Bagikla			Vicxin	vicx1238	lakk1252	#cc9900	#cc9900	
1607	Tsulikana	Цуликана	42.25834	47.25676	Lak	Lak	East Caucasian	Dagestan	NA	1746.52551269531	FALSE											Tsulikana					lakk1252	#cc9900	#cc9900	
1608	Kundy	Кунды	42.2689	47.1647	Lak	Lak	East Caucasian	Dagestan	NA	1498.93237304688	FALSE	khajdakov1966	238-239	Vitskhi	Вицхинский	Northern	Северный					Kundy					lakk1252	#cc9900	#cc9900	
1609	Kuma	Кума	42.27304	47.13762	Lak	Lak	East Caucasian	Dagestan	NA	1264.82287597656	FALSE	khajdakov1966	110	Vitskhi	Вицхинский	Northern	Северный					Kuma			Vicxin	vicx1238	lakk1252	#cc9900	#cc9900	
1610	Balkhar	Балхар	42.2797	47.2314	Lak	Lak	East Caucasian	Dagestan	NA	1658.48388671875	FALSE	khajdakov1966	35	Bartkhi	Бартхинский							Balkhar					lakk1252	#cc9900	#cc9900	
1611	Kurkli	Куркли	42.2828	47.1283	Lak	Lak	East Caucasian	Dagestan	NA	1306.98937988281	FALSE	khajdakov1966	110	Vitskhi	Вицхинский	Northern	Северный					Kurkli			Vicxin	vicx1238	lakk1252	#cc9900	#cc9900	
1612	Kara	Кара	42.28724	47.17093	Lak	Lak	East Caucasian	Dagestan	NA	1481.73327636719	FALSE	khajdakov1966	238-239	Vitskhi	Вицхинский	Northern	Северный					Kara					lakk1252	#cc9900	#cc9900	
1613	Chukna	Чукна	42.30111	47.12009	Lak	Lak	East Caucasian	Dagestan	NA	1416.70593261719	FALSE	khajdakov1966	238-239	Vitskhi	Вицхинский	Northern	Северный					Chukna					lakk1252	#cc9900	#cc9900	
1614	Kuba	Куба	42.3247	47.1181	Lak	Lak	East Caucasian	Dagestan	NA	1380.04467773437	FALSE	khajdakov1966	238-239	Vitskhi	Вицхинский	Northern	Северный					Kuba					lakk1252	#cc9900	#cc9900	
1615	Chapaevo	Чапаево	43.11009	46.4862	Lak	Lak	East Caucasian	Dagestan	NA	428.326232910156	TRUE											Chapaevo					lakk1252	#cc9900	#cc9900	
1616	Dilchu (kutan)	Дилчу (кутан)	43.118718	47.464063	Lak	Lak	East Caucasian	Dagestan	NA	-26.2636528015137	TRUE											Dilchu (kutan)					lakk1252	#cc9900	#cc9900	
1617	Novokuli	Новокули	43.1656	46.5211	Lak	Lak	East Caucasian	Dagestan	NA	324.602142333984	TRUE											Novokuli					lakk1252	#cc9900	#cc9900	
1618	Artsalu	Арцалу	43.375	47.20861	Lak	Lak	East Caucasian	Dagestan	NA	-18.3012790679932	TRUE											Artsalu					lakk1252	#cc9900	#cc9900	
1620	Arussi (kutan)	Арусси (кутан)	43.53997	47.23676	Lak	Lak	East Caucasian	Dagestan	NA	-21	TRUE											Arussi (kutan)					lakk1252	#cc9900	#cc9900	
1621	Kharazma (kutan)	Харазма (кутан)	43.5442	47.14727	Lak	Lak	East Caucasian	Dagestan	NA	-18	TRUE											Kharazma (kutan)					lakk1252	#cc9900	#cc9900	
1622	Luguvalu (kutan)	Лугувалу (кутан)	43.576019	47.285419	Lak	Lak	East Caucasian	Dagestan	NA	-22	TRUE											Luguvalu (kutan)					lakk1252	#cc9900	#cc9900	
1623	Sangar (kutan)	Сангар (кутан)	43.59215	47.1715	Lak	Lak	East Caucasian	Dagestan	NA	-17.5239105224609	TRUE											Sangar (kutan)					lakk1252	#cc9900	#cc9900	
1624	Balasma (kutan)	Баласма (кутан)	43.59744	47.15083	Lak	Lak	East Caucasian	Dagestan	NA	-16.3931274414063	TRUE											Balasma (kutan)					lakk1252	#cc9900	#cc9900	
1625	Imeni Kalinina	Имени Калинина	44.05499	46.93192	Lak	Lak	East Caucasian	Dagestan	NA	-19.847827911377	TRUE											Imeni Kalinina					lakk1252	#cc9900	#cc9900	
1626	Fiy	Фий	41.289126	47.564416	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1927.37268066406	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Fiy			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1627	Gdym	Гдым	41.30884	47.4668	Lezgian	Lezgic	East Caucasian	Dagestan	NA	2026.66284179687	FALSE	korjakov2006	map 13	Samur	Самурский	Fiy	Фийский					Gdym					lezg1247	#00cc00	#00cc66	
1628	Tekipirkent	Текипиркент	41.34201	47.88615	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1589.33569335938	FALSE	ikhilov1976	9-15	Kyuri	Кюринский							Tekipirkent			Kiuru	kiur1238	lezg1247	#00cc00	#00cc66	
1629	Ukhul	Ухул	41.35303	47.74081	Lezgian	Lezgic	East Caucasian	Dagestan	NA	2175.53149414063	FALSE											Ukhul					lezg1247	#00cc00	#00cc66	
1630	Kaladzhukh	Каладжух	41.366176	47.908075	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1393.78210449219	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Kaladzhukh			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1631	Mikrakh	Микрах	41.37481	47.882489	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1373.07568359375	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Mikrakh			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1632	Kiler	Килер	41.37989	47.90199	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1163.45422363281	FALSE											Kiler					lezg1247	#00cc00	#00cc66	
1633	Smugul	Смугул	41.381678	47.633713	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1326.77294921875	FALSE											Smugul					lezg1247	#00cc00	#00cc66	
1634	Kerimkhanar	Керимханар	41.38344	47.90279	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1109.4736328125	FALSE											Kerimkhanar					lezg1247	#00cc00	#00cc66	
1635	Gandurar	Гандурар	41.38569	47.90811	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1095.01940917969	FALSE											Gandurar					lezg1247	#00cc00	#00cc66	
1636	Esetar	Эсетар	41.38995	47.91008	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1066.6923828125	FALSE											Esetar					lezg1247	#00cc00	#00cc66	
1637	Midzhakh	Миджах	41.395434	47.6411	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1314.98876953125	FALSE											Midzhakh					lezg1247	#00cc00	#00cc66	
1638	Demirar	Демирар	41.400895	47.908161	Lezgian	Lezgic	East Caucasian	Dagestan	NA	991.239196777344	FALSE											Demirar					lezg1247	#00cc00	#00cc66	
1639	Chuvalar	Чувалар	41.40603	47.9094	Lezgian	Lezgic	East Caucasian	Dagestan	NA	975.075439453125	FALSE											Chuvalar					lezg1247	#00cc00	#00cc66	
1640	Karakyure	Каракюре	41.417413	47.962618	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1179.6318359375	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Karakyure			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1641	Dzhaba	Джаба	41.424175	47.775397	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1738.31530761719	FALSE	ikhilov1976; korjakov2006	9-15; 38									Dzhaba					lezg1247	#00cc00	#00cc66	
1642	Miskindzha	Мискинджа	41.4242	47.8428	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1025.54614257813	FALSE											Miskindzha					lezg1247	#00cc00	#00cc66	
1643	Usukhchay	Усухчай	41.424736	47.922987	Lezgian	Lezgic	East Caucasian	Dagestan	NA	852.645202636719	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Usukhchay			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1644	Kurukal	Курукал	41.43333	47.6875	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1157.70874023438	FALSE											Kurukal					lezg1247	#00cc00	#00cc66	
1645	Novoe Karakyure	Новое Каракюре	41.439123	47.948062	Lezgian	Lezgic	East Caucasian	Dagestan	NA	849.359252929687	FALSE											Novoe Karakyure					lezg1247	#00cc00	#00cc66	
1646	Gdynk	Гдынк	41.457263	47.657293	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1590.71643066406	FALSE											Gdynk					lezg1247	#00cc00	#00cc66	
1647	Akhty	Ахты	41.45904	47.746695	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1056.3193359375	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Akhty			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1648	Kaluk	Калук	41.47193	47.65696	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1088.41369628906	FALSE											Kaluk					lezg1247	#00cc00	#00cc66	
1649	Khkem	Хкем	41.4723	47.76363	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1033.65808105469	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Khkem			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1650	Maka-Kazmalyar	Мака-Казмаляр	41.475347	48.017994	Lezgian	Lezgic	East Caucasian	Dagestan	NA	781.951782226563	FALSE											Maka-Kazmalyar					lezg1247	#00cc00	#00cc66	
1651	Kaka	Кака	41.478513	47.636857	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1143.21435546875	FALSE	ikhilov1976	9-15	Kyurin	Кюринский	Akhty	Ахтынский					Kaka			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1652	Garakh	Гарах	41.48148	48.04608	Lezgian	Lezgic	East Caucasian	Dagestan	NA	785.95166015625	FALSE											Garakh					lezg1247	#00cc00	#00cc66	
1653	Lutkun	Луткун	41.4844	47.6861	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1149.05505371094	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Lutkun			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1654	Khryug	Хрюг	41.4892	47.6044	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1200.00646972656	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Khryug			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1655	Zrykh	Зрых	41.49105	47.564736	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1164.05908203125	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Zrykh			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1656	Khlyut	Хлют	41.496274	47.533824	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1217.13757324219	FALSE											Khlyut					lezg1247	#00cc00	#00cc66	
1657	Bakhtsug	Бахцуг	41.50975	47.95065	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1282.392578125	FALSE											Bakhtsug					lezg1247	#00cc00	#00cc66	
1658	Mugergan	Мугерган	41.519797	48.175977	Lezgian	Lezgic	East Caucasian	Dagestan	NA	576.883544921875	FALSE	ikhilov1976	9-15	Kyuri	Кюринский							Mugergan			Kiuru	kiur1238	lezg1247	#00cc00	#00cc66	
1659	Kochkhyur (Kuchkhyur)	Кочхюр (Кучхюр)	41.5225	47.86562	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1423.30456542969	FALSE											Kochkhyur (Kuchkhyur)					lezg1247	#00cc00	#00cc66	
1660	Akhnig	Ахниг	41.5232	47.99481	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1169.36584472656	FALSE											Akhnig					lezg1247	#00cc00	#00cc66	
1661	Lakun	Лакун	41.52402	47.53252	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1476.35498046875	FALSE											Lakun					lezg1247	#00cc00	#00cc66	
1662	Yalak	Ялак	41.532245	47.605391	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1686.08679199219	FALSE	ikhilov1976	9-15	Kyuri	Кюринский	Akhty	Ахтынский					Yalak			Akhty	akht1238	lezg1247	#00cc00	#00cc66	
1663	Kirka	Кирка	41.5369	48.1894	Lezgian	Lezgic	East Caucasian	Dagestan	NA	571.179504394531	FALSE	ikhilov1976	9-15	Kyuri	Кюринский							Kirka			Kiuru	kiur1238	lezg1247	#00cc00	#00cc66	
1664	Khorel'	Хорель	41.53763	48.20011	Lezgian	Lezgic	East Caucasian	Dagestan	NA	544.562255859375	FALSE											Khorel'					lezg1247	#00cc00	#00cc66	
1665	Kutul	Кутул	41.54576	47.9666	Lezgian	Lezgic	East Caucasian	Dagestan	NA	996.887756347656	FALSE											Kutul					lezg1247	#00cc00	#00cc66	
1666	Dzhepel'	Джепель	41.54977	48.21947	Lezgian	Lezgic	East Caucasian	Dagestan	NA	543.11279296875	FALSE											Dzhepel'					lezg1247	#00cc00	#00cc66	
1667	Igrakh	Играх	41.5525	47.52831	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1700.18786621094	FALSE											Igrakh					lezg1247	#00cc00	#00cc66	
1668	Shtul	Штул	41.554702	47.919293	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1094.68725585938	FALSE	korjakov2006	map 13	Kyuri	Кюринский	Kurakh	Курахский					Shtul					lezg1247	#00cc00	#00cc66	
1669	Khyurekhyur	Хюрехюр	41.5591	47.7417	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1976.60363769531	FALSE											Khyurekhyur					lezg1247	#00cc00	#00cc66	
1670	Kabir	Кабир	41.5592	48.0444	Lezgian	Lezgic	East Caucasian	Dagestan	NA	942.850341796875	FALSE	ikhilov1976	9-15	Kyuri	Кюринский							Kabir			Kiuru	kiur1238	lezg1247	#00cc00	#00cc66	
1671	Gil'yar	Гильяр	41.559978	48.256089	Lezgian	Lezgic	East Caucasian	Dagestan	NA	483.142242431641	FALSE	korjakov2006	38	Kyuri	Кюринский	Gil'yar	Гильярский					Gil'yar					lezg1247	#00cc00	#00cc66	
1672	Ikra	Икра	41.5633	48.0094	Lezgian	Lezgic	East Caucasian	Dagestan	NA	996.627868652344	FALSE	ikhilov1976	9-15	Kyuri	Кюринский							Ikra			Kiuru	kiur1238	lezg1247	#00cc00	#00cc66	
1673	Zukhrabkent	Зухрабкент	41.56687	48.1529	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1066.8203125	FALSE											Zukhrabkent					lezg1247	#00cc00	#00cc66	
1674	Kuysun	Куйсун	41.57303	48.28712	Lezgian	Lezgic	East Caucasian	Dagestan	NA	462.897735595703	FALSE	korjakov2006	map 13	Kyuri	Кюринский	Gyuney	Гюнейский					Kuysun			Gjunej	gjun1238	lezg1247	#00cc00	#00cc66	
1675	Iche	Иче	41.58146	47.509933	Lezgian	Lezgic	East Caucasian	Dagestan	NA	2240.88012695312	FALSE											Iche					lezg1247	#00cc00	#00cc66	
1676	Tatarkhankent	Татарханкент	41.58361	48.09608	Lezgian	Lezgic	East Caucasian	Dagestan	NA	964.137756347656	FALSE											Tatarkhankent					lezg1247	#00cc00	#00cc66	
1677	Khtun	Хтун	41.58408	48.1739	Lezgian	Lezgic	East Caucasian	Dagestan	NA	977.129699707031	FALSE											Khtun					lezg1247	#00cc00	#00cc66	
1678	Kurakh	Курах	41.5842	47.7842	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1339.51025390625	FALSE											Kurakh					lezg1247	#00cc00	#00cc66	
1679	Ptikent	Птикент	41.58452	48.10959	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1043.77307128906	FALSE	korjakov2006	map 13	Kyuri	Кюринский	Gyuney	Гюнейский					Ptikent			Gjunej	gjun1238	lezg1247	#00cc00	#00cc66	
1680	Saytarkent	Сайтаркент	41.58508	48.12701	Lezgian	Lezgic	East Caucasian	Dagestan	NA	996.0439453125	FALSE											Saytarkent					lezg1247	#00cc00	#00cc66	
1681	Piperkent	Пиперкент	41.59186	48.14726	Lezgian	Lezgic	East Caucasian	Dagestan	NA	926.788391113281	FALSE											Piperkent					lezg1247	#00cc00	#00cc66	
1682	Ashakent	Ашакент	41.59479	47.87241	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1874.18786621094	FALSE											Ashakent					lezg1247	#00cc00	#00cc66	
1683	Rugun	Ругун	41.595917	47.995977	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1162.18347167969	FALSE											Rugun					lezg1247	#00cc00	#00cc66	
1684	Kakhtsug	Кахцуг	41.59957	48.06005	Lezgian	Lezgic	East Caucasian	Dagestan	NA	697.790100097656	FALSE											Kakhtsug					lezg1247	#00cc00	#00cc66	
1685	Butkent	Буткент	41.60008	48.17998	Lezgian	Lezgic	East Caucasian	Dagestan	NA	780.917114257813	FALSE											Butkent					lezg1247	#00cc00	#00cc66	
1686	Kukvaz	Кукваз	41.60103	47.70543	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1471.47888183594	FALSE											Kukvaz					lezg1247	#00cc00	#00cc66	
1687	Sarag	Сараг	41.60273	48.0164	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1040.12365722656	FALSE											Sarag					lezg1247	#00cc00	#00cc66	
1688	Ullugatag	Уллугатаг	41.6031	48.1256	Lezgian	Lezgic	East Caucasian	Dagestan	NA	806.468627929688	FALSE	ikhilov1976	9-15	Kyuri	Кюринский							Ullugatag			Kiuru	kiur1238	lezg1247	#00cc00	#00cc66	
1689	Shikhikent	Шихикент	41.604121	48.165102	Lezgian	Lezgic	East Caucasian	Dagestan	NA	795.776306152344	FALSE											Shikhikent					lezg1247	#00cc00	#00cc66	
1690	Ispik	Испик	41.61489	48.19118	Lezgian	Lezgic	East Caucasian	Dagestan	NA	714.948913574219	FALSE	korjakov2006	map 13	Kyuri	Кюринский	Gyuney	Гюнейский					Ispik			Gjunej	gjun1238	lezg1247	#00cc00	#00cc66	
1691	Ashar	Ашар	41.615664	47.663417	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1595.80969238281	FALSE	ikhilov1976	9-15	Kyuri	Кюринский							Ashar			Kiuru	kiur1238	lezg1247	#00cc00	#00cc66	
1692	Magaramkent	Магарамкент	41.6186	48.3514	Lezgian	Lezgic	East Caucasian	Dagestan	NA	356.128631591797	FALSE	korjakov2006	38	Kyuri	Кюринский	Gyuney	Гюнейский					Magaramkent			Gjunej	gjun1238	lezg1247	#00cc00	#00cc66	
1693	Khpedzh	Хпедж	41.62212	47.72586	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1596.52734375	FALSE											Khpedzh					lezg1247	#00cc00	#00cc66	
1694	Yukhari-Kartas	Юхари-Картас	41.62364	48.10125	Lezgian	Lezgic	East Caucasian	Dagestan	NA	884.193115234375	FALSE											Yukhari-Kartas					lezg1247	#00cc00	#00cc66	
1695	Asalikent	Асаликент	41.6298	48.16777	Lezgian	Lezgic	East Caucasian	Dagestan	NA	578.463317871094	FALSE											Asalikent					lezg1247	#00cc00	#00cc66	
1696	Sal'yan	Сальян	41.63006	48.19895	Lezgian	Lezgic	East Caucasian	Dagestan	NA	697.304504394531	FALSE											Sal'yan					lezg1247	#00cc00	#00cc66	
1697	Ashagakartas	Ашагакартас	41.63177	48.1193	Lezgian	Lezgic	East Caucasian	Dagestan	NA	689.695739746094	FALSE											Ashagakartas					lezg1247	#00cc00	#00cc66	
1698	Novyy Ispik	Новый Испик	41.63566	48.18933	Lezgian	Lezgic	East Caucasian	Dagestan	NA	551.174682617188	FALSE											Novyy Ispik					lezg1247	#00cc00	#00cc66	
1699	Shimikhyur	Шимихюр	41.6539	47.6994	Lezgian	Lezgic	East Caucasian	Dagestan	NA	1831.21240234375	FALSE											Shimikhyur					lezg1247	#00cc00	#00cc66	
