id	village	rus_village	lat	lon	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	comment
254	Dagbash	Дагбаш	42.380347	46.351961	Avar	Avar	East Caucasian	Dagestan	NA	2015.060546875	FALSE											Dagbash					avar1256	#009999	#009999	
255	Urada	Урада	42.3822	46.5617	Avar	Avar	East Caucasian	Dagestan	NA	1423.95483398438	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Gid	Гидский					Urada			Hid	hidd1238	avar1256	#009999	#009999	
256	Silta	Силта	42.38728	47.07127	Avar	Avar	East Caucasian	Dagestan	NA	1230.88171386719	FALSE											Silta					avar1256	#009999	#009999	
257	Gunib	Гуниб	42.388232	46.962258	Avar	Avar	East Caucasian	Dagestan	NA	1214.30200195313	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Batlukh	Батлухский					Gunib			Batlux	batl1238	avar1256	#009999	#009999	
258	Tidib	Тидиб	42.3889	46.5742	Avar	Avar	East Caucasian	Dagestan	NA	1332.83996582031	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Gid	Гидский					Tidib			Hid	hidd1238	avar1256	#009999	#009999	
259	Tlyakh	Тлях	42.389928	46.540021	Avar	Avar	East Caucasian	Dagestan	NA	1364.87878417969	FALSE											Tlyakh					avar1256	#009999	#009999	
260	Metrada	Метрада	42.393034	45.888954	Avar	Avar	East Caucasian	Dagestan	NA	1879.51977539063	FALSE											Metrada					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
261	Khotoda	Хотода	42.39393	46.559446	Avar	Avar	East Caucasian	Dagestan	NA	1235.29577636719	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Gid	Гидский					Khotoda			Hid	hidd1238	avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
262	Salta	Салта	42.39589	47.07048	Avar	Avar	East Caucasian	Dagestan	NA	1160.87109375	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Salta	Салтинский			Salta					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
263	Khuchada	Хучада	42.400235	46.469178	Avar	Avar	East Caucasian	Dagestan	NA	1805.74279785156	FALSE											Khuchada					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
264	Khamagib	Хамагиб	42.402538	46.850422	Avar	Avar	East Caucasian	Dagestan	NA	1363.85400390625	FALSE											Khamagib					avar1256	#009999	#009999	
265	Obonub	Обонуб	42.40556	46.83972	Avar	Avar	East Caucasian	Dagestan	NA	1356.87255859375	FALSE											Obonub					avar1256	#009999	#009999	
266	Enseruda	Энсеруда	42.40611	46.85278	Avar	Avar	East Caucasian	Dagestan	NA	1360.55480957031	FALSE											Enseruda					avar1256	#009999	#009999	
267	Chonob	Чоноб	42.407667	46.853808	Avar	Avar	East Caucasian	Dagestan	NA	1374.32409667969	FALSE											Chonob					avar1256	#009999	#009999	
268	Khotoch	Хоточ	42.408408	46.954024	Avar	Avar	East Caucasian	Dagestan	NA	1046.62158203125	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Khotoch-Khidan	Хоточ-хиданский			Khotoch					avar1256	#009999	#009999	
269	Egeda	Эгеда	42.409124	46.844276	Avar	Avar	East Caucasian	Dagestan	NA	1279.03149414062	FALSE											Egeda					avar1256	#009999	#009999	
270	Nizhnie Khvarshini	Нижние Хваршини	42.4108	45.8697	Avar	Avar	East Caucasian	Dagestan	NA	1742.31286621094	FALSE											Nizhnie Khvarshini					avar1256	#009999	#009999	
271	Verkhnie Khvarshini	Верхние Хваршини	42.41088	45.84551	Avar	Avar	East Caucasian	Dagestan	NA	1901.16418457031	FALSE											Verkhnie Khvarshini					avar1256	#009999	#009999	
272	Agada	Агада	42.412001	46.841895	Avar	Avar	East Caucasian	Dagestan	NA	1210.09204101563	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Andalal	Андалальский	Kuyada	Куядинский			Agada					avar1256	#009999	#009999	
273	Lakhchayda	Лахчайда	42.41345	46.8378	Avar	Avar	East Caucasian	Dagestan	NA	1201.39685058594	FALSE											Lakhchayda					avar1256	#009999	#009999	
274	Rosutl'	Росутль	42.41533	46.8308	Avar	Avar	East Caucasian	Dagestan	NA	1162.03540039063	FALSE											Rosutl'					avar1256	#009999	#009999	
275	Ala	Ала	42.415472	46.837085	Avar	Avar	East Caucasian	Dagestan	NA	1169.43725585938	FALSE											Ala					avar1256	#009999	#009999	
276	Sekh	Сех	42.416094	46.826447	Avar	Avar	East Caucasian	Dagestan	NA	1219.23010253906	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Kuyada	Куядинский			Sekh					avar1256	#009999	#009999	
277	Ziurib	Зиуриб	42.41789	46.705088	Avar	Avar	East Caucasian	Dagestan	NA	1846.06469726563	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Gid	Гидский					Ziurib			Hid	hidd1238	avar1256	#009999	#009999	
278	Dadulazda	Дадулазда	42.4189	46.80373	Avar	Avar	East Caucasian	Dagestan	NA	1259.15344238281	FALSE											Dadulazda					avar1256	#009999	#009999	
279	Tlogob	Тлогоб	42.4189	46.8153	Avar	Avar	East Caucasian	Dagestan	NA	1250.38891601563	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Kuyada	Куядинский			Tlogob					avar1256	#009999	#009999	
280	Ivaylazda	Ивайлазда	42.42	46.79917	Avar	Avar	East Caucasian	Dagestan	NA	1323.56298828125	FALSE											Ivaylazda					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
281	Tsamla	Цамла	42.420013	46.841042	Avar	Avar	East Caucasian	Dagestan	NA	1232.76000976563	FALSE											Tsamla					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
282	Mugdab	Мугдаб	42.420445	46.807523	Avar	Avar	East Caucasian	Dagestan	NA	1234.60693359375	FALSE											Mugdab					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
283	Tlezda	Тлезда	42.421358	46.721564	Avar	Avar	East Caucasian	Dagestan	NA	1652.78845214844	FALSE											Tlezda					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
284	Malyy Urala	Малый Урала	42.42216	46.80506	Avar	Avar	East Caucasian	Dagestan	NA	1288.94055175781	FALSE											Malyy Urala					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
285	Kutisha	Кутиша	42.4236	47.2831	Avar	Avar	East Caucasian	Dagestan	NA	1483.30798339844	FALSE											Kutisha					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
286	Mokoda	Мокода	42.42385	46.66963	Avar	Avar	East Caucasian	Dagestan	NA	1630.724609375	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Mokoda			Kaxib	kaxi1241	avar1256	#009999	#009999	
287	Bol'shoy Urala	Большой Урала	42.424277	46.805844	Avar	Avar	East Caucasian	Dagestan	NA	1331.03063964844	FALSE											Bol'shoy Urala					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
288	Tsalada	Цалада	42.42472	46.81472	Avar	Avar	East Caucasian	Dagestan	NA	1126.98999023438	FALSE											Tsalada					avar1256	#009999	#009999	
289	Genitsurib	Генитсуриб	42.425104	46.705356	Avar	Avar	East Caucasian	Dagestan	NA	1732.13354492188	FALSE											Genitsurib					avar1256	#009999	#009999	
290	Khatsunob	Хатсуноб	42.425999	46.802058	Avar	Avar	East Caucasian	Dagestan	NA	1373.21691894531	FALSE											Khatsunob					avar1256	#009999	#009999	
291	Verkhniy Kolob	Верхний Колоб	42.42614	46.6579	Avar	Avar	East Caucasian	Dagestan	NA	1733.33654785156	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Verkhniy Kolob			Kaxib	kaxi1241	avar1256	#009999	#009999	
292	Kakhib	Кахиб	42.4272	46.5969	Avar	Avar	East Caucasian	Dagestan	NA	1575.30969238281	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Kakhib			Kaxib	kaxi1241	avar1256	#009999	#009999	
293	Khamakal	Хамакал	42.428109	46.674497	Avar	Avar	East Caucasian	Dagestan	NA	1427.66430664063	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Khamakal			Kaxib	kaxi1241	avar1256	#009999	#009999	
294	Balanub	Балануб	42.4284	46.8251	Avar	Avar	East Caucasian	Dagestan	NA	1032.0556640625	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Kuyada	Куядинский			Balanub					avar1256	#009999	#009999	
295	Teletl'	Телетль	42.4289	46.7317	Avar	Avar	East Caucasian	Dagestan	NA	1416.23059082031	FALSE											Teletl'					avar1256	#009999	#009999	
296	Khebdib	Хебдиб	42.43	46.86	Avar	Avar	East Caucasian	Dagestan	NA	1215.87878417969	FALSE											Khebdib					avar1256	#009999	#009999	
297	Nizhniy Kolob	Нижний Колоб	42.430087	46.659303	Avar	Avar	East Caucasian	Dagestan	NA	1572.13549804688	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Nizhniy Kolob			Kaxib	kaxi1241	avar1256	#009999	#009999	
298	Verkhniy Togokh	Верхний Тогох	42.430206	46.698316	Avar	Avar	East Caucasian	Dagestan	NA	1680.82592773437	FALSE											Verkhniy Togokh					avar1256	#009999	#009999	
299	Kienikh	Киених	42.43056	46.66639	Avar	Avar	East Caucasian	Dagestan	NA	1386.07824707031	FALSE											Kienikh					avar1256	#009999	#009999	
300	Kuker	Кукер	42.43106	46.80982	Avar	Avar	East Caucasian	Dagestan	NA	1260.38891601563	FALSE											Kuker					avar1256	#009999	#009999	
301	Goor	Гоор	42.43339	46.56927	Avar	Avar	East Caucasian	Dagestan	NA	1554.23571777344	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Goor			Kaxib	kaxi1241	avar1256	#009999	#009999	
302	Nizhniy Togokh	Нижний Тогох	42.43381	46.70246	Avar	Avar	East Caucasian	Dagestan	NA	1570.68627929688	FALSE											Nizhniy Togokh					avar1256	#009999	#009999	
303	Mitliurib	Митлиуриб	42.43537	46.68836	Avar	Avar	East Caucasian	Dagestan	NA	1664.50366210938	FALSE											Mitliurib					avar1256	#009999	#009999	
304	Khebda	Хебда	42.443976	46.549984	Avar	Avar	East Caucasian	Dagestan	NA	929.286010742188	FALSE											Khebda					avar1256	#009999	#009999	
305	Murada	Мурада	42.445422	46.954469	Avar	Avar	East Caucasian	Dagestan	NA	1229.65209960938	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Kuyada	Куядинский			Murada					avar1256	#009999	#009999	
306	Goor-Khindakh	Гоор-Хиндах	42.449273	46.575312	Avar	Avar	East Caucasian	Dagestan	NA	1042.85363769531	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Kakhib Mixed	Кахибский смешанный					Goor-Khindakh			Kaxib	kaxi1241	avar1256	#009999	#009999	
307	Koroda	Корода	42.44961	46.846988	Avar	Avar	East Caucasian	Dagestan	NA	856.593078613281	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Batlukh	Батлухский					Koroda			Batlux	batl1238	avar1256	#009999	#009999	
308	Gogotl'	Гоготль	42.45481	46.76547	Avar	Avar	East Caucasian	Dagestan	NA	1407.38830566406	FALSE											Gogotl'					avar1256	#009999	#009999	
309	Sil'di	Сильди	42.4552	45.92715	Avar	Avar	East Caucasian	Dagestan	NA	1734.9013671875	FALSE											Sil'di					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
310	Urib	Уриб	42.4564	46.6736	Avar	Avar	East Caucasian	Dagestan	NA	1572.79919433594	FALSE											Urib					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
311	Khvartikuni	Хвартикуни	42.4569	47.0067	Avar	Avar	East Caucasian	Dagestan	NA	908.489624023438	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Salta	Салтинский			Khvartikuni					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
312	Nizhnie Chugli	Нижние Чугли	42.46318	47.29733	Avar	Avar	East Caucasian	Dagestan	NA	1253.53918457031	FALSE											Nizhnie Chugli					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
313	Darada	Дарада	42.465606	46.936573	Avar	Avar	East Caucasian	Dagestan	NA	1513.75939941406	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Salta	Салтинский			Darada					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
314	Kurmi	Куми	42.46639	47.04222	Avar	Avar	East Caucasian	Dagestan	NA	783.503234863281	FALSE											Kurmi					avar1256	#009999	#009999	
315	Khakhita	Хахита	42.4667	47.2642	Avar	Avar	East Caucasian	Dagestan	NA	1365.17419433594	FALSE											Khakhita					avar1256	#009999	#009999	
316	Tunzi	Тунзи	42.46888	46.97573	Avar	Avar	East Caucasian	Dagestan	NA	1307.16528320313	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Salta	Салтинский			Tunzi					avar1256	#009999	#009999	
317	Khvarada	Хварада	42.46889	46.99406	Avar	Avar	East Caucasian	Dagestan	NA	1322.28137207031	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Salta	Салтинский			Khvarada					avar1256	#009999	#009999	
318	Gonoda	Гонода	42.4697	46.7892	Avar	Avar	East Caucasian	Dagestan	NA	1281.41650390625	FALSE											Gonoda					avar1256	#009999	#009999	
319	Karadakh	Карадах	42.471023	46.863724	Avar	Avar	East Caucasian	Dagestan	NA	706.875061035156	FALSE											Karadakh					avar1256	#009999	#009999	
320	Assab	Ассаб	42.471596	46.492475	Avar	Avar	East Caucasian	Dagestan	NA	1596.57141113281	FALSE											Assab					avar1256	#009999	#009999	
321	Datuna	Датуна	42.47357	46.64364	Avar	Avar	East Caucasian	Dagestan	NA	856.761596679688	FALSE											Datuna					avar1256	#009999	#009999	
322	Iputa	Ипута	42.47852	46.96592	Avar	Avar	East Caucasian	Dagestan	NA	1454.63317871094	FALSE											Iputa					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
323	Zanata	Заната	42.485146	46.552771	Avar	Avar	East Caucasian	Dagestan	NA	1602.92211914063	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Batlukh	Батлухский					Zanata			Batlux	batl1238	avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
324	Nizhniy Batlukh	Нижний Батлух	42.4853	46.5239	Avar	Avar	East Caucasian	Dagestan	NA	1454.9970703125	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Batlukh	Батлухский					Nizhniy Batlukh			Batlux	batl1238	avar1256	#009999	#009999	
325	Maali	Маали	42.4858	46.9197	Avar	Avar	East Caucasian	Dagestan	NA	1005.92388916016	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский			Maali			Ancux	ancu1238	avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
326	Golotl'	Голотль	42.485962	46.735698	Avar	Avar	East Caucasian	Dagestan	NA	803.010375976563	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Batlukh	Батлухский					Golotl'			Batlux	batl1238	avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
327	Uzdalroso	Уздалросо	42.48612	46.85577	Avar	Avar	East Caucasian	Dagestan	NA	1176.55590820313	FALSE											Uzdalroso					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
328	Zaib	Заиб	42.489364	46.707472	Avar	Avar	East Caucasian	Dagestan	NA	799.366271972656	FALSE											Zaib					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
329	Orada-Chugli	Орада-Чугли	42.49384	47.22264	Avar	Avar	East Caucasian	Dagestan	NA	1537.54565429688	FALSE											Orada-Chugli					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
330	Sasitli	Саситли	42.496173	45.996762	Avar	Avar	East Caucasian	Dagestan	NA	1600.66845703125	FALSE											Sasitli					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
331	Verkhniy Batlukh	Верхний Батлух	42.496276	46.502217	Avar	Avar	East Caucasian	Dagestan	NA	1591.95349121094	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Batlukh	Батлухский					Verkhniy Batlukh			Batlux	batl1238	avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
332	Tagada	Тагада	42.497573	46.868389	Avar	Avar	East Caucasian	Dagestan	NA	1161.54858398438	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash-Chadakolob	Ташско-чадаколобский			Tagada			Ancux	ancu1238	avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
333	Kakhikal	Кахикал	42.499065	46.874809	Avar	Avar	East Caucasian	Dagestan	NA	1035.96752929688	FALSE											Kakhikal					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
334	Akushali	Акушали	42.4992	46.9504	Avar	Avar	East Caucasian	Dagestan	NA	1617.04846191406	FALSE											Akushali					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
335	Gotsatl' Malyy	Малый Гоцатль	42.5041	46.88829	Avar	Avar	East Caucasian	Dagestan	NA	863.846008300781	FALSE											Gotsatl' Malyy					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
336	Gergebil'	Гергебиль	42.5047	47.0661	Avar	Avar	East Caucasian	Dagestan	NA	729.883544921875	FALSE	alekseevataev1997	22-26	Northern Avar	Северноаварский	Eastern	Восточный					Gergebil'					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
337	Kuanib	Куаниб	42.509735	46.611385	Avar	Avar	East Caucasian	Dagestan	NA	1549.83215332031	FALSE											Kuanib					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
338	Andykh	Андых	42.5119	46.5939	Avar	Avar	East Caucasian	Dagestan	NA	1528.25048828125	FALSE											Andykh					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
339	Kikuni	Кикуни	42.513979	47.036122	Avar	Avar	East Caucasian	Dagestan	NA	654.801574707031	FALSE											Kikuni					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
340	Gotsatl' Bol'shoy	Гоцатль Большой	42.51862	46.88262	Avar	Avar	East Caucasian	Dagestan	NA	933.886352539063	FALSE											Gotsatl' Bol'shoy					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
341	Nitab	Нитаб	42.51925	46.63256	Avar	Avar	East Caucasian	Dagestan	NA	1412.81176757813	FALSE											Nitab					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
342	Kedi	Кеди	42.52611	45.96639	Avar	Avar	East Caucasian	Dagestan	NA	1949.04809570313	FALSE											Kedi					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
343	Khini	Хини	42.52767	46.70496	Avar	Avar	East Caucasian	Dagestan	NA	1308.34851074219	FALSE											Khini					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
344	Aymaki	Аймаки	42.5342	47.1383	Avar	Avar	East Caucasian	Dagestan	NA	1282.49133300781	FALSE											Aymaki					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
345	Chalda	Чалда	42.538206	46.920351	Avar	Avar	East Caucasian	Dagestan	NA	646.712768554688	FALSE											Chalda					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
346	Urma	Урма	42.5383	47.2869	Avar	Avar	East Caucasian	Dagestan	NA	1192.36279296875	FALSE											Urma					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
347	Khunzakh	Хунзах	42.5394	46.705	Avar	Avar	East Caucasian	Dagestan	NA	1641.54418945313	FALSE	alekseevataev1997	22-26	Northern Avar	Северноаварский	Khunzakh	Хунзахский					Khunzakh			Kunzakh	kunz1243	avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
348	Kharikolo	Хариколо	42.5451	46.80847	Avar	Avar	East Caucasian	Dagestan	NA	1538.46350097656	FALSE											Kharikolo					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
349	Baitl'	Баитль	42.546452	46.676472	Avar	Avar	East Caucasian	Dagestan	NA	1783.91552734375	FALSE											Baitl'					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
350	Chondotl'	Чондотль	42.547749	46.659112	Avar	Avar	East Caucasian	Dagestan	NA	1907.65844726563	FALSE											Chondotl'					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
351	Batlaich	Батлаич	42.554821	46.754217	Avar	Avar	East Caucasian	Dagestan	NA	1764.73999023438	FALSE											Batlaich					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
352	Arani	Арани	42.5556	46.7225	Avar	Avar	East Caucasian	Dagestan	NA	1677.14465332031	FALSE											Arani					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
353	Kuletsma	Кулецма	42.5556	47.2339	Avar	Avar	East Caucasian	Dagestan	NA	1368.48461914063	FALSE											Kuletsma					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
354	Okhli	Охли	42.55565	47.209281	Avar	Avar	East Caucasian	Dagestan	NA	1427.74426269531	FALSE											Okhli					avar1256	#009999	#009999	
355	Kakh	Ках	42.557664	46.790848	Avar	Avar	East Caucasian	Dagestan	NA	1523.94067382812	FALSE											Kakh					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
356	Gonokh	Гонох	42.56163	46.6896	Avar	Avar	East Caucasian	Dagestan	NA	1709.26733398438	FALSE											Gonokh					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
357	Genichutl'	Геничутль	42.56455	46.73959	Avar	Avar	East Caucasian	Dagestan	NA	1772.45178222656	FALSE											Genichutl'					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
358	Tsada	Цада	42.56694	46.7125	Avar	Avar	East Caucasian	Dagestan	NA	1715.98889160156	FALSE											Tsada					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
359	Gozolokolo	Гозолоколо	42.569651	46.61206	Avar	Avar	East Caucasian	Dagestan	NA	1935.9482421875	FALSE											Gozolokolo					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
360	Akhkent	Ахкент	42.57353	47.18488	Avar	Avar	East Caucasian	Dagestan	NA	1544.99975585938	FALSE											Akhkent					avar1256	#009999	#009999	
361	Mesterukh	Местерух	42.5747	46.3964	Avar	Avar	East Caucasian	Dagestan	NA	1550.97204589844	FALSE											Mesterukh					avar1256	#009999	#009999	
362	Gortkolo	Гортколо	42.576655	46.63945	Avar	Avar	East Caucasian	Dagestan	NA	1791.60681152344	FALSE											Gortkolo					avar1256	#009999	#009999	
363	Kudutl'	Кудутль	42.5783	47.0194	Avar	Avar	East Caucasian	Dagestan	NA	939.047058105469	FALSE											Kudutl'					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
364	Oboda	Обода	42.578542	46.668203	Avar	Avar	East Caucasian	Dagestan	NA	1742.22082519531	FALSE											Oboda					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
365	Shotota	Шотота	42.58165	46.57729	Avar	Avar	East Caucasian	Dagestan	NA	1925.59729003906	FALSE											Shotota					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
366	Tumagari	Тумагари	42.58165	46.60662	Avar	Avar	East Caucasian	Dagestan	NA	1861.94750976563	FALSE											Tumagari					avar1256	#009999	#009999	
367	Tanusi	Тануси	42.58233	46.69233	Avar	Avar	East Caucasian	Dagestan	NA	1938.77014160156	FALSE											Tanusi					avar1256	#009999	#009999	
368	Butsra	Буцра	42.58902	46.7677	Avar	Avar	East Caucasian	Dagestan	NA	1599.2099609375	FALSE											Butsra					avar1256	#009999	#009999	
369	Ingerdakh	Ингердах	42.58926	46.398373	Avar	Avar	East Caucasian	Dagestan	NA	1881.91979980469	FALSE											Ingerdakh					avar1256	#009999	#009999	
370	Gotsob	Гоцоб	42.58963	46.86901	Avar	Avar	East Caucasian	Dagestan	NA	1867.50061035156	FALSE											Gotsob					avar1256	#009999	#009999	
371	Khimakoro	Химакоро	42.590092	46.617523	Avar	Avar	East Caucasian	Dagestan	NA	1803.10949707031	FALSE											Khimakoro					avar1256	#009999	#009999	
372	Ebuta	Эбута	42.59275	46.66626	Avar	Avar	East Caucasian	Dagestan	NA	1941.396484375	FALSE											Ebuta					avar1256	#009999	#009999	
373	Gatsalukh	Гацалух	42.59298	46.64949	Avar	Avar	East Caucasian	Dagestan	NA	1871.66149902344	FALSE											Gatsalukh					avar1256	#009999	#009999	
374	Akhalchi	Ахалчи	42.594957	46.631744	Avar	Avar	East Caucasian	Dagestan	NA	1839.25402832031	FALSE											Akhalchi					avar1256	#009999	#009999	
375	Matlas	Матлас	42.595249	46.605532	Avar	Avar	East Caucasian	Dagestan	NA	1858.27526855469	FALSE											Matlas					avar1256	#009999	#009999	
376	Verkhnie Akhalchi	Верхние Ахалчи	42.59911	46.63581	Avar	Avar	East Caucasian	Dagestan	NA	1862.80895996094	FALSE											Verkhnie Akhalchi					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
377	Maydanskoe	Майданское	42.601674	46.958927	Avar	Avar	East Caucasian	Dagestan	NA	580.869323730469	FALSE											Maydanskoe					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
378	Orkachi	Оркачи	42.6058	46.81797	Avar	Avar	East Caucasian	Dagestan	NA	1837.66027832031	FALSE											Orkachi					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
379	Tsumali	Цумали	42.607619	46.260923	Karata	Andic	East Caucasian	Dagestan	NA	1396.15783691406	FALSE			Karata	Каратинский	Anchiq	Анчихский					Tsumali			Anchix	anch1238	kara1474	#666699	#9494b8	+ Y.B. Koryakov, p.c.
380	Alak	Алак	42.6092	46.1972	Avar	Avar	East Caucasian	Dagestan	NA	1810.92053222656	FALSE											Alak					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
381	Apshi	Апши	42.6094	47.1742	Avar	Avar	East Caucasian	Dagestan	NA	1209.52526855469	FALSE											Apshi					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
382	Arakani	Аракани	42.610078	46.991711	Avar	Avar	East Caucasian	Dagestan	NA	858.093566894531	FALSE											Arakani					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
383	Kheleturi	Хелетури	42.612495	46.225441	Avar	Avar	East Caucasian	Dagestan	NA	1449.50549316406	FALSE											Kheleturi					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
384	Zirani	Зирани	42.61797	46.94436	Avar	Avar	East Caucasian	Dagestan	NA	543.17236328125	FALSE											Zirani					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
385	Tsalkita	Цалкита	42.61798	46.57339	Avar	Avar	East Caucasian	Dagestan	NA	1598.41259765625	FALSE											Tsalkita					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
386	Taratul-Meer	Таратул-Меэр	42.619281	47.112087	Avar	Avar	East Caucasian	Dagestan	NA	1765.33435058594	FALSE											Taratul-Meer					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
387	Tlaylukh	Тлялух	42.6208	46.52428	Avar	Avar	East Caucasian	Dagestan	NA	1120.19641113281	FALSE											Tlaylukh					avar1256	#009999	#009999	+ Y.B. Koryakov, p.c.
