id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual
359	Gozolokolo	Гозолоколо		42.569651	46.61206	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1935.9482421875	FALSE											Gozolokolo					avar1256	#009999	#009999			no
360	Akhkent	Ахкент		42.57353	47.18488	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1544.99975585938	FALSE											Akhkent					avar1256	#009999	#009999			no
361	Mesterukh	Местерух		42.5747	46.3964	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1550.97204589844	FALSE											Mesterukh					avar1256	#009999	#009999			no
362	Gortkolo	Гортколо		42.576655	46.63945	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1791.60681152344	FALSE											Gortkolo					avar1256	#009999	#009999			no
363	Kudutl'	Кудутль		42.5783	47.0194	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	939.047058105469	FALSE											Kudutl'					avar1256	#009999	#009999			no
364	Oboda	Обода		42.578542	46.668203	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1742.22082519531	FALSE											Oboda					avar1256	#009999	#009999			no
365	Shotota	Шотота		42.58165	46.57729	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1925.59729003906	FALSE											Shotota					avar1256	#009999	#009999			no
366	Tumagari	Тумагари		42.58165	46.60662	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1861.94750976563	FALSE											Tumagari					avar1256	#009999	#009999			no
367	Tanusi	Тануси		42.58233	46.69233	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1938.77014160156	FALSE											Tanusi					avar1256	#009999	#009999			no
368	Butsra	Буцра		42.58902	46.7677	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1599.2099609375	FALSE											Butsra					avar1256	#009999	#009999			no
369	Ingerdakh	Ингердах		42.58926	46.398373	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1881.91979980469	FALSE											Ingerdakh					avar1256	#009999	#009999			no
370	Gotsob	Гоцоб		42.58963	46.86901	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1867.50061035156	FALSE											Gotsob					avar1256	#009999	#009999			no
371	Khimakoro	Химакоро		42.590092	46.617523	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1803.10949707031	FALSE											Khimakoro					avar1256	#009999	#009999			no
372	Ebuta	Эбута		42.59275	46.66626	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1941.396484375	FALSE											Ebuta					avar1256	#009999	#009999			no
373	Gatsalukh	Гацалух		42.59298	46.64949	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1871.66149902344	FALSE											Gatsalukh					avar1256	#009999	#009999			no
374	Akhalchi	Ахалчи		42.594957	46.631744	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1839.25402832031	FALSE											Akhalchi					avar1256	#009999	#009999			no
375	Matlas	Матлас		42.595249	46.605532	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1858.27526855469	FALSE											Matlas					avar1256	#009999	#009999			no
376	Verkhnie Akhalchi	Верхние Ахалчи		42.59911	46.63581	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1862.80895996094	FALSE											Verkhnie Akhalchi					avar1256	#009999	#009999			no
377	Maydanskoe	Майданское		42.601674	46.958927	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	580.869323730469	FALSE											Maydanskoe					avar1256	#009999	#009999			no
378	Orkachi	Оркачи		42.6058	46.81797	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1837.66027832031	FALSE											Orkachi					avar1256	#009999	#009999			no
379	Tsumali	Цумали		42.607619	46.260923	Legacy data		Karata	Andic	East Caucasian	Daghestan	NA	1396.15783691406	FALSE	K.V. Filatov, p.c.		Karata	Каратинский	Anchiq	Анчихский					Tsumali			Anchix	anch1238	kara1474	#666699	#9494b8			no
380	Alak	Алак		42.6092	46.1972	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1810.92053222656	FALSE											Alak					avar1256	#009999	#009999			no
381	Apshi	Апши		42.6094	47.1742	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1209.52526855469	FALSE											Apshi					avar1256	#009999	#009999			no
382	Arakani	Аракани		42.610078	46.991711	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	858.093566894531	FALSE											Arakani					avar1256	#009999	#009999			no
383	Kheleturi	Хелетури		42.612495	46.225441	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1449.50549316406	FALSE											Kheleturi					avar1256	#009999	#009999			no
384	Zirani	Зирани		42.61797	46.94436	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	543.17236328125	FALSE											Zirani					avar1256	#009999	#009999			no
385	Tsalkita	Цалкита		42.61798	46.57339	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1598.41259765625	FALSE											Tsalkita					avar1256	#009999	#009999			no
386	Taratul-Meer	Таратул-Меэр		42.619281	47.112087	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1765.33435058594	FALSE											Taratul-Meer					avar1256	#009999	#009999			no
387	Tlaylukh	Тлялух		42.6208	46.52428	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1120.19641113281	FALSE											Tlaylukh					avar1256	#009999	#009999			no
388	Tsel'mes	Цельмес		42.623464	46.538549	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1164.96484375	FALSE											Tsel'mes					avar1256	#009999	#009999			no
389	Amishta	Амишта		42.62967	46.552971	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1484.29345703125	FALSE											Amishta					avar1256	#009999	#009999			no
390	Tekita	Текита		42.630886	46.521832	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1039.2744140625	FALSE											Tekita					avar1256	#009999	#009999			no
391	Balakhani	Балахани		42.63128	46.89514	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	889.520141601563	FALSE											Balakhani					avar1256	#009999	#009999			no
392	Mochokh	Мочох		42.63159	46.61242	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1638.51086425781	FALSE											Mochokh					avar1256	#009999	#009999			no
393	Shulatuta	Шулатута		42.63167	46.85806	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1565.41162109375	FALSE											Shulatuta					avar1256	#009999	#009999			no
394	Dzhalaturi	Джалатури		42.631847	46.567028	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1732.36254882812	FALSE											Dzhalaturi					avar1256	#009999	#009999			no
395	Muschuli	Мущули		42.633706	46.498593	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1024.61657714844	FALSE											Muschuli					avar1256	#009999	#009999			no
396	Durangi	Дуранги		42.63571	47.22366	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1040.05541992188	FALSE											Durangi					avar1256	#009999	#009999			no
397	Amushi Bol'shoe	Амуши Большое		42.63752	46.4864	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1033.43017578125	FALSE											Amushi Bol'shoe					avar1256	#009999	#009999			no
398	Tsoloda	Цолода		42.63827	46.36626	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2157.97021484375	FALSE											Tsoloda					avar1256	#009999	#009999			no
399	Ochlo	Очло		42.642518	46.64532	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1809.26586914062	FALSE											Ochlo					avar1256	#009999	#009999			no
400	Kharakhi	Харахи		42.6433	46.5211	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1162.10363769531	FALSE											Kharakhi					avar1256	#009999	#009999			no
401	Arykhkent	Арыхкент		42.64472	47.19165	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	970.323974609375	FALSE											Arykhkent					avar1256	#009999	#009999			no
402	Tlokh	Тлох		42.6492	46.4578	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1059.95825195313	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash-Chadakolob	Ташско-чадаколобский			Tlokh			Ancux	ancu1238	avar1256	#009999	#009999			no
403	Irganay	Ирганай		42.649543	46.912048	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	577.021057128906	FALSE											Irganay					avar1256	#009999	#009999			no
404	Amushi Maloe	Амуши Малое		42.650445	46.487815	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	825.459167480469	FALSE											Amushi Maloe					avar1256	#009999	#009999			no
405	Arkas	Аркас		42.65194	47.13833	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1281.19482421875	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Andalal	Андалальский	Salta	Салтинский			Arkas					avar1256	#009999	#009999			no
406	Moksokh	Моксох		42.6538	46.80572	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1734.06005859375	FALSE	korjakov2006	map 12	Northern Avar	Северноаварский	Khunzakh	Хунзахский					Moksokh			Kunzakh	kunz1243	avar1256	#009999	#009999			no
407	Kolo	Коло		42.65769	46.56607	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1000.58825683594	FALSE											Kolo					avar1256	#009999	#009999			no
408	Urchiab	Урчиаб		42.657739	47.016338	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1262.67004394531	FALSE											Urchiab					avar1256	#009999	#009999			no
409	Orota	Орота		42.65915	46.53772	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1150.51062011719	FALSE											Orota					avar1256	#009999	#009999			no
410	Tsatanikh	Цатаних		42.667793	46.723937	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1779.18103027344	FALSE											Tsatanikh					avar1256	#009999	#009999			no
411	Ortakolo	Ортаколо		42.67057	46.38882	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	651.724365234375	FALSE											Ortakolo					avar1256	#009999	#009999			no
412	Verkhniy Aradirikh	Верхний Арадирих		42.67099	46.60372	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1882.21154785156	FALSE											Verkhniy Aradirikh					avar1256	#009999	#009999			no
413	Verkhniy Dzhengutay	Верхний Дженгутай		42.67476	47.23415	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	742.350402832031	FALSE											Verkhniy Dzhengutay					avar1256	#009999	#009999			no
414	Kharachi	Харачи		42.67744	46.82263	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1241.09851074219	FALSE											Kharachi					avar1256	#009999	#009999			no
415	Shodroda (Shadroda)	Шодрода (Шадрода)		42.678426	46.12155	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1205.69384765625	FALSE											Shodroda (Shadroda)					avar1256	#009999	#009999			no
416	Ishtiburi	Иштибури		42.679149	46.702701	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1649.22534179688	FALSE											Ishtiburi					avar1256	#009999	#009999			no
417	Sredniy Aradirikh	Средний Арадирих		42.68121	46.58022	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1828.70825195313	FALSE											Sredniy Aradirikh					avar1256	#009999	#009999			no
418	Nizhniy Aradirikh	Нижний Арадирих		42.68979	46.568219	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1751.45910644531	FALSE											Nizhniy Aradirikh					avar1256	#009999	#009999			no
419	Shamil'kala	Шамилькала		42.690407	46.874769	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	644.602844238281	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Batlukh	Батлухский					Shamil'kala			Batlux	batl1238	avar1256	#009999	#009999			no
420	Rakhata	Рахата		42.6911	46.1414	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1017.46307373047	FALSE											Rakhata					avar1256	#009999	#009999			no
421	Ansalta	Ансалта		42.6939	46.1147	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1103.71447753906	FALSE											Ansalta					avar1256	#009999	#009999			no
422	Inkvalita	Инквалита		42.69936	46.68833	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1519.19567871094	FALSE											Inkvalita					avar1256	#009999	#009999			no
423	Nizhnee Inkho	Нижнее Инхо		42.704518	46.507752	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	558.6376953125	FALSE											Nizhnee Inkho					avar1256	#009999	#009999			no
424	Kilyatl'	Килятль		42.704637	46.466046	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	948.678039550781	FALSE											Kilyatl'					avar1256	#009999	#009999			no
425	Verkhnee Inkho	Верхнее Инхо		42.70659	46.50415	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	633.350402832031	FALSE											Verkhnee Inkho					avar1256	#009999	#009999			no
426	Tando	Тандо		42.707696	46.175693	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1452.20874023438	FALSE											Tando					avar1256	#009999	#009999			no
427	Untsukul'	Унцукуль		42.7131	46.7875	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	867.300598144531	FALSE	korjakov2006	map 12	Northern Avar	Северноаварский	Khunzakh	Хунзахский					Untsukul'			Kunzakh	kunz1243	avar1256	#009999	#009999			no
428	Tasuta	Тасута		42.71731	46.22568	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1614.81811523438	FALSE											Tasuta					avar1256	#009999	#009999			no
429	Igali	Игали		42.7181	46.5811	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	623.298461914063	FALSE											Igali					avar1256	#009999	#009999			no
430	Tsanatl'	Цанатль		42.72244	46.62252	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	932.018615722656	FALSE											Tsanatl'					avar1256	#009999	#009999			no
431	Chitl'	Читль		42.722594	46.504009	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	690.845336914063	FALSE											Chitl'					avar1256	#009999	#009999			no
432	Betli	Бетли		42.72372	46.73388	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1770.96838378906	FALSE											Betli					avar1256	#009999	#009999			no
433	Gergentala	Гергентала		42.73225	47.05913	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	958.763305664063	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Zaqatala	Закатальский					Gergentala			Zaqatala	zaqa1242	avar1256	#009999	#009999			no
434	Ichichali	Ичичали		42.732617	46.405263	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1663.771484375	FALSE											Ichichali					avar1256	#009999	#009999			no
435	Kakhabroso	Кахабросо		42.73896	46.704697	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1752.86315917969	FALSE											Kakhabroso					avar1256	#009999	#009999			no
436	Kizhani	Кижани		42.74031	46.364775	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1515.361328125	FALSE											Kizhani					avar1256	#009999	#009999			no
437	Tsundi	Цунди		42.740996	46.436577	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1735.38671875	FALSE											Tsundi					avar1256	#009999	#009999			no
438	Kunzakh	Кунзах		42.74884	46.66488	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	963.1943359375	FALSE											Kunzakh					avar1256	#009999	#009999			no
439	Shabdukh	Шабдух		42.75612	46.42139	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1914.82763671875	FALSE											Shabdukh					avar1256	#009999	#009999			no
440	Gimry	Гимры		42.757219	46.838739	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	464.00830078125	FALSE											Gimry					avar1256	#009999	#009999			no
441	Manasaul	Манасаул		42.7575	47.0397	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	825.83642578125	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Salta	Салтинский			Manasaul					avar1256	#009999	#009999			no
442	Tantari	Тантари		42.76371	46.64888	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	461.051879882813	FALSE											Tantari					avar1256	#009999	#009999			no
443	Ashil'ta	Ашильта		42.772446	46.728853	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	640.283020019531	FALSE											Ashil'ta					avar1256	#009999	#009999			no
444	Ingishi	Ингиши		42.77477	46.54264	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1533.03540039063	FALSE											Ingishi					avar1256	#009999	#009999			no
445	Novo-Argvani	Ново-Аргвани		42.78174	46.60445	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1043.62451171875	FALSE											Novo-Argvani					avar1256	#009999	#009999			no
446	Chirkata	Чирката		42.783992	46.716609	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	422.574249267578	FALSE											Chirkata					avar1256	#009999	#009999			no
447	Mekhel'ta	Мехельта		42.798277	46.497361	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1487.85815429688	FALSE											Mekhel'ta					avar1256	#009999	#009999			no
448	Staryy Sivukh	Старый Сивух		42.80278	46.43694	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1874.5869140625	FALSE											Staryy Sivukh					avar1256	#009999	#009999			no
449	Gadari	Гадари		42.807303	46.621237	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1272.22509765625	FALSE											Gadari					avar1256	#009999	#009999			no
450	Tsilitl'	Цилитль		42.8125	46.4156	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1904.12817382813	FALSE											Tsilitl'					avar1256	#009999	#009999			no
451	Argvani	Аргвани		42.8128	46.5792	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1593.82104492188	FALSE											Argvani					avar1256	#009999	#009999			no
452	Verkhniy Karanay	Верхний Каранай		42.8281	46.9072	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1230.20056152344	FALSE											Verkhniy Karanay					avar1256	#009999	#009999			no
453	Nizhniy Karanay	Нижний Каранай		42.84729	46.940488	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	906.682434082031	FALSE											Nizhniy Karanay					avar1256	#009999	#009999			no
454	Artlukh	Артлух		42.8631	46.6683	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2046.63842773438	FALSE											Artlukh					avar1256	#009999	#009999			no
455	Novyy Khushet	Новый Хушет		42.900261	47.561244	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1.96381795406342	TRUE											Novyy Khushet					avar1256	#009999	#009999			no
456	Imanaliroso	Иманалиросо		42.91429	46.76761	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1260.76501464844	FALSE											Imanaliroso					avar1256	#009999	#009999			no
457	Akhsu	Ахсу		42.92342	46.694116	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1541.13452148438	FALSE											Akhsu					avar1256	#009999	#009999			no
458	Chirkey	Чиркей		42.9633	46.9767	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	383.681274414062	FALSE											Chirkey					avar1256	#009999	#009999			no
459	Kyakhulay	Кяхулай		42.96839	47.48301	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	24.7096500396729	TRUE											Kyakhulay					avar1256	#009999	#009999			no
460	Al'burikent	Альбурикент		42.97389	47.47111	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	44.374870300293	TRUE											Al'burikent					avar1256	#009999	#009999			no
461	Almak	Алмак		42.985693	46.580315	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	957.737609863281	FALSE											Almak					avar1256	#009999	#009999			no
462	Semender	Семендер		42.98833	47.40361	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	18.1203422546387	TRUE											Semender					avar1256	#009999	#009999			no
463	Burtunay	Буртунай		42.992004	46.630332	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1104.01916503906	FALSE											Burtunay					avar1256	#009999	#009999			no
464	Gertma	Гертма		42.996711	46.74415	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1202.94104003906	FALSE											Gertma					avar1256	#009999	#009999			no
465	Dubki	Дубки		43.02116	46.83746	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	849.095031738281	FALSE											Dubki					avar1256	#009999	#009999			no
466	Guni (Dagestan)	Гуни (Дагестан)		43.0311	46.6992	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1013.93023681641	FALSE											Guni (Dagestan)					avar1256	#009999	#009999		Added republic for disambiguation.	yes
467	Akaytala	Акайтала		43.03176	46.92583	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	475.864715576172	FALSE											Akaytala					avar1256	#009999	#009999			no
468	Shamkhal-Termen	Шамхал-Термен		43.03389	47.31053	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	35.0467987060547	TRUE											Shamkhal-Termen					avar1256	#009999	#009999			no
469	Khubar	Хубар		43.0514	46.7547	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	923.162048339844	FALSE											Khubar					avar1256	#009999	#009999			no
470	Tyube	Тюбе		43.051429	47.286806	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	38.8758010864258	TRUE											Tyube					avar1256	#009999	#009999			no
471	Shamkhal	Шамхал		43.056632	47.344526	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	-0.530433416366577	TRUE											Shamkhal					avar1256	#009999	#009999			no
472	Dylym	Дылым		43.0703	46.6386	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	680.548889160156	FALSE											Dylym					avar1256	#009999	#009999			no
473	Gostala	Гостала		43.07334	46.6925	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	477.104309082031	FALSE											Gostala					avar1256	#009999	#009999			no
474	Miatli	Миатли		43.08173	46.8286	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	152.620483398438	FALSE											Miatli					avar1256	#009999	#009999			no
475	Inchkha	Инчха		43.0964	46.7675	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	245.896865844727	FALSE											Inchkha					avar1256	#009999	#009999			no
476	Almalo	Алмало		43.0967	47.2253	Legacy data		Kumyk	Kipchak	Turkic	Daghestan	NA	10.9668636322022	TRUE											Almalo					kumy1244	#a6a6a6	#666666			no
477	Uchkent	Учкент		43.1136	47.0794	Legacy data		Kumyk	Kipchak	Turkic	Daghestan	NA	131.461624145508	TRUE											Uchkent					kumy1244	#a6a6a6	#666666			no
478	Bogatyrevka	Богатыревка		43.118523	47.368198	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	-20.8449687957764	TRUE											Bogatyrevka					avar1256	#009999	#009999			no
479	Temirgoe	Темиргое		43.127436	47.136434	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	6.71145963668823	TRUE											Temirgoe					avar1256	#009999	#009999			no
480	Gel'bakh (V. Chiryurt)	Гельбох (В. Чирюрт)		43.15101	46.85751	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	104.810287475586	TRUE											Gel'bakh (V. Chiryurt)					avar1256	#009999	#009999			no
481	Novyy Chirkey	Новый Чиркей		43.1617	47.0567	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	19.2184181213379	TRUE											Novyy Chirkey					avar1256	#009999	#009999			no
482	Bavtugay	Бавтугай		43.16808	46.83415	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	104.974472045898	TRUE											Bavtugay					avar1256	#009999	#009999			no
483	Kul'zeb	Кульзеб		43.1686	47.0108	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	38.169563293457	TRUE											Kul'zeb					avar1256	#009999	#009999			no
484	Nizhniy Chiryurt	Нижний Чирюрт		43.17299	46.86328	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	61.2238349914551	TRUE											Nizhniy Chiryurt					avar1256	#009999	#009999			no
485	Staryy Bavtugay	Старый Бавтугай		43.17479	46.83946	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	84.3094482421875	TRUE											Staryy Bavtugay					avar1256	#009999	#009999			no
486	Khachta	Хачта		43.18498	47.07371	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	-2.6636164188385	TRUE											Khachta					avar1256	#009999	#009999			no
487	Stal'skoe	Стальское		43.1878	46.9731	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	30.6723918914795	TRUE											Stal'skoe					avar1256	#009999	#009999			no
488	Novye Gadari	Новое Гадари		43.19425	46.76904	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	105.990936279297	TRUE											Novye Gadari					avar1256	#009999	#009999			no
489	Komsomol'skoe (Daghestan)	Комсомольское (Дагестан)		43.1956	46.8964	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	55.7468070983887	TRUE											Komsomol'skoe (Daghestan)					avar1256	#009999	#009999		Added republic for disambiguation.	yes
490	Zubutli-Miatli (TsIobok'-Miyak'o)	Зубутли-Миатли (Цлобокь-Миякьо)		43.1978	46.8122	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	56.9261131286621	TRUE											Zubutli-Miatli (TsIobok'-Miyak'o)					avar1256	#009999	#009999			no
491	Shushanovka	Шушановка		43.20156	46.98195	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	13.4792718887329	TRUE											Shushanovka					avar1256	#009999	#009999			no
492	Kizilyurt	Кизилюрт		43.20182	46.87756	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	54.6497497558594	TRUE											Kizilyurt					avar1256	#009999	#009999			no
493	Albaniya (Tonokh-Kuli)	Албания (Тонох-Кули)		43.2056	46.6933	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	186.568817138672	TRUE											Albaniya (Tonokh-Kuli)					avar1256	#009999	#009999			no
494	Arkida	Аркида		43.20583	47.0625	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	-14.7838859558106	TRUE											Arkida					avar1256	#009999	#009999			no
495	Gamiyakh	Гамиях		43.2075	46.4886	Legacy data		Lak	Lak	East Caucasian	Daghestan	NA	216.658294677734	TRUE	khajdakov1966	113	Literary	Литературный							Gamiyakh					lakk1252	#cc9900	#cc9900			no
496	Novyy Sulak	Новый Сулак		43.21068	46.81809	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	49.761043548584	TRUE											Novyy Sulak					avar1256	#009999	#009999			no
497	Novochurtakh	Новочуртах		43.2131	46.5436	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	190.977981567383	TRUE											Novochurtakh					avar1256	#009999	#009999			no
498	Tukhchar	Тухчар		43.2192	46.4139	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	255.03857421875	TRUE											Tukhchar					avar1256	#009999	#009999			no
499	Sultan-Yangiyurt	Султан-Янгиюрт		43.21961	46.86187	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	46.8808670043945	TRUE											Sultan-Yangiyurt					avar1256	#009999	#009999			no
500	Goksuv	Гоксув		43.2222	46.82137	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	42.0612411499023	TRUE											Goksuv					avar1256	#009999	#009999			no
501	Karlanyurt	Карланюрт		43.2303	46.6447	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	161.624847412109	TRUE											Karlanyurt					avar1256	#009999	#009999			no
502	Kirovaul	Кироваул		43.2361	46.8469	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	34	TRUE											Kirovaul					avar1256	#009999	#009999			no
503	Kokrek	Кокрек		43.23639	46.72665	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	93.6132736206055	TRUE											Kokrek					avar1256	#009999	#009999			no
