id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual
1318	Ameterkmakhi	Аметеркмахи		42.33081	47.213539	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1137.05822753906	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Ameterkmakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1319	Alikhanmakhi	Алиханмахи		42.33194	47.26602	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1555.15637207031	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Alikhanmakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1320	Khadzhalte	Хаджалте		42.33374	47.15589	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1097.83544921875	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Khadzhalte			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1321	Urakhi	Урахи		42.3347	47.5953	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1046.33483886719	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Urakhi	Урахинский					Urakhi					darg1241	#ff9900	#ff9900			no
1322	Miglakasimakhi	Миглакасимахи		42.33599	47.56121	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1142.96911621094	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Miglakasimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1323	Sangimakhi	Сангимахи		42.33788	47.43307	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1653.22985839844	FALSE	korjakov2006; Y.B. Koryakov, p.c.	33-36	Northern Dargwa	Севернодаргинский	Murego-Gubden	Мюрего-губденский					Sangimakhi					darg1241	#ff9900	#ff9900			no
1324	Mekesh	Мекеш		42.337924	47.510751	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1652.37756347656	FALSE	Y.B. Koryakov, p.c.										Mekesh					darg1241	#ff9900	#ff9900			no
1325	Kul'kibekmakhi	Кулькибекмахи		42.339694	47.56167	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1207.26184082031	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Kul'kibekmakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1326	Verkhnie Kabkomakhi	Верхние Кабкомахи		42.34176	47.43688	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1665.66662597656	FALSE	Y.B. Koryakov, p.c.										Verkhnie Kabkomakhi					darg1241	#ff9900	#ff9900			no
1327	Kurkabi	Куркаби		42.34194	47.20056	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1123.32092285156	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Kurkabi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1328	Tsudakhar	Цудахар		42.3425	47.1606	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1047.66137695312	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Tsudakhar			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1329	Tebekmakhi	Тебекмахи		42.3431	47.2072	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1322.20568847656	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Tebekmakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1330	Tsukhta	Цухта		42.34352	47.32396	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1452.47998046875	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Tsukhta			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1331	Verkhnie Makhargimakhi	Верхние Махаргимахи		42.34665	47.62254	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1118.05053710938	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Verkhnie Makhargimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1332	Guladtymakhi	Гуладтымахи		42.34823	47.23927	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1542.89306640625	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Guladtymakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1333	Urtsamakhi	Урцамахи		42.34854	47.276792	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1373.57873535156	FALSE	Y.B. Koryakov, p.c.										Urtsamakhi					darg1241	#ff9900	#ff9900			no
1334	Gerga	Герга		42.3497	47.9628	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	33.2208709716797	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский							Gerga					darg1241	#ff9900	#ff9900			no
1335	Inkuchimakhi	Инкучимахи		42.35029	47.17345	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1106.42065429688	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Inkuchimakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1336	Nizhnie Labkomakhi	Нижние Лабкомахи		42.35084	47.41873	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1567.48010253906	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Nizhnie Labkomakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1337	Dingo	Динго		42.35347	47.18138	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1049.79821777344	FALSE	Y.B. Koryakov, p.c.										Dingo					darg1241	#ff9900	#ff9900			no
1338	Karlabko	Карлабко		42.3542	47.3967	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1491.33837890625	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Karlabko			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1339	Tarlimakhi	Тарлимахи		42.35587	47.17157	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1035.541015625	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Tarlimakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1340	Karekadani	Карекадани		42.35747	47.13098	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1387.2099609375	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Karekadani			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1341	Khabkaymakhi	Хабкаймахи		42.35782	47.59091	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1118.265625	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Khabkaymakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1342	Suleybakent	Сулейбакент		42.35785	47.37355	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1445.6845703125	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Suleybakent			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1343	Kumamakhi	Кумамахи		42.35849	47.19214	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1387.82592773438	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Kumamakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1344	Tazirkent	Тазиркент		42.35863	47.3576	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1433.25463867188	FALSE	Y.B. Koryakov, p.c.										Tazirkent					darg1241	#ff9900	#ff9900			no
1345	Kuknamakhi	Кукнамахи		42.359775	47.286853	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1295.29467773438	FALSE	Y.B. Koryakov, p.c.										Kuknamakhi					darg1241	#ff9900	#ff9900			no
1346	Chabazimakhi	Чабазимахи		42.360297	47.570316	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1236.20642089844	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Chabazimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1347	Gurgumakhi	Гургумахи		42.36056	47.19222	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1429.4306640625	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Gurgumakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1348	Musul'temakhi	Мусультемахи		42.362154	47.188584	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1368.55627441406	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Musul'temakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1349	Susakent	Сусакент		42.36361	47.35248	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1403.68298339844	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Susakent			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1350	Aymaumakhi	Аймаумахи		42.363756	47.575203	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1175.51672363281	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Aymaumakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1351	Kusamakhi	Кусамахи		42.36441	47.270869	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1248.07495117188	FALSE	Y.B. Koryakov, p.c.										Kusamakhi					darg1241	#ff9900	#ff9900			no
1352	Shalasi	Шаласи		42.36514	47.91961	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	106.130760192871	FALSE	Y.B. Koryakov, p.c.		Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Shalasi			Sirhwa-Tanty	sirh1234	darg1241	#ff9900	#ff9900			no
1353	Verkhnie Ubekimakhi	Верхние Убекимахи		42.36823	47.24298	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1230.01159667969	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Verkhnie Ubekimakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1354	Ebdalaya	Эбдалая		42.3683	47.3433	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1392.82189941406	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Ebdalaya					darg1241	#ff9900	#ff9900			no
1355	Allate	Аллате		42.369057	47.184036	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1388.552734375	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Allate			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1356	Aynikab	Айникаб		42.369307	47.216093	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1565.57507324219	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Aynikab			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1357	Burtanimakhi	Буртанимахи		42.37097	47.14988	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1071.83776855469	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Burtanimakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1358	Chagni	Чагни		42.37289	47.21879	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1498.02722167969	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Chagni			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1359	Ulluaya	Уллуая		42.3747	47.3756	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1425.07263183594	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Ulluaya					darg1241	#ff9900	#ff9900			no
1360	Aysalakak	Айсалакак		42.374896	47.474825	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1476.25439453125	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Aysalakak			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1361	Ayalizimakhi	Аялизимахи		42.37684	47.60746	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1055.11938476563	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Ayalizimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1362	Khasakent	Хасакент		42.37754	47.34265	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1371.29174804688	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Khasakent			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1363	Kardmakhi	Кардмахи		42.37842	47.46472	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1462.27380371094	FALSE	Y.B. Koryakov, p.c.										Kardmakhi					darg1241	#ff9900	#ff9900			no
1364	Kardamakhi	Кардамахи		42.37861	47.46639	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1471.27307128906	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Kardamakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1365	Naskent	Наскент		42.38093	47.33624	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1352.22595214844	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Naskent					darg1241	#ff9900	#ff9900			no
1366	Ditunshimakhi	Дитуншимахи		42.381665	47.289692	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1410.48376464844	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Ditunshimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1367	Zhamsory	Жамсоры		42.382089	47.462508	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1442.42224121094	FALSE	Y.B. Koryakov, p.c.										Zhamsory					darg1241	#ff9900	#ff9900			no
1368	Tagirkent	Тагиркент		42.3827	47.33326	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1340.82629394531	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Tagirkent			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1369	Tarlankak	Тарланкак		42.385886	47.475817	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1432.517578125	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Tarlankak			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1370	Shinkalabukhna	Шинкалабухна		42.386144	47.471707	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1407.72900390625	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Shinkalabukhna			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1371	Nizhnie Arshi	Нижние Арши		42.389598	47.141386	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1164.00036621094	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Nizhnie Arshi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1372	Nizhnie Ubekimakhi	Нижние Убекимахи		42.392787	47.20548	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1057.57543945313	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Nizhnie Ubekimakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1373	Kakamakhi (Levashinsky district)	Какамахи (Левашинский район)		42.39507	47.30644	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1298.25524902344	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Kakamakhi (Levashinsky district)					darg1241	#ff9900	#ff9900		Added district for disambiguation.	yes
1374	Mekegi	Мекеги		42.3978	47.4625	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1344.53491210938	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Mekegi	Мекегинский					Mekegi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1375	Adukmakhi	Адукмахи		42.39928	47.401891	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1446.87512207031	FALSE	Y.B. Koryakov, p.c.										Adukmakhi					darg1241	#ff9900	#ff9900			no
1376	Verkhnie Arshi	Верхние Арши		42.40006	47.12529	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1271.74829101563	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Verkhnie Arshi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1377	Aymazimakhi	Аймазимахи		42.401788	47.525794	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1314.40466308594	FALSE	Y.B. Koryakov, p.c.										Aymazimakhi					darg1241	#ff9900	#ff9900			no
1378	Myurego	Мюрего		42.4042	47.6894	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	532.370239257812	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Murego	Мюрегинский					Myurego					darg1241	#ff9900	#ff9900			no
1379	Ayamakhi	Аямахи		42.40528	47.5725	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1096.869140625	FALSE	Y.B. Koryakov, p.c.										Ayamakhi					darg1241	#ff9900	#ff9900			no
1380	Tashkapur	Ташкапур		42.40805	47.17095	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	907.342956542969	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Tashkapur			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1381	Akhinets	Ахинец		42.412612	47.113872	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1144.8828125	FALSE	Y.B. Koryakov, p.c.										Akhinets					darg1241	#ff9900	#ff9900			no
1382	Irgali	Иргали		42.41281	47.13538	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1212.36743164063	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Irgali			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1383	Kundurkhe	Кундурхе		42.41424	47.11507	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1121.42175292969	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Kundurkhe			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1384	Chakhimakhi	Чахимахи		42.41564	47.56038	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	876.97021484375	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Chakhimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1385	Degva	Дегва		42.4161	47.5372	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	948.225036621094	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский							Degva					darg1241	#ff9900	#ff9900			no
1386	Khadzhalmakhi	Хаджалмахи		42.4186	47.1817	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	946.799926757813	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Khadzhalmakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1387	Buanzimakhi	Буанзимахи		42.42062	47.44966	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1307.66564941406	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Buanzimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1388	Ayalakab	Аялакаб		42.4231	47.4625	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1243.02075195312	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Murego	Мюрегинский	Mekegi	Мекегинский			Ayalakab					darg1241	#ff9900	#ff9900			no
